figure,analysis,group,term,estimate,ci_lo,ci_hi,p,p_adj,n,ci_level,seed
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.4 · test_pearson,0.0918779969215393,0.08949570410205103,0.0942903764382191,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.5 · test_pearson,0.08367300033569336,0.08166039894947474,0.08582342421210605,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,resample_ref · test_pearson,0.15569999814033508,0.15350724737368682,0.15794248999499752,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,CheMeleon · test_spearman,0.12258229114557279,0.12076732741370685,0.12448951975987994,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,CheMeleon + dose (concat) · test_spearman,0.12265,0.12088812062486885,0.12437469242947337,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,CheMeleon + dose (gate) · test_spearman,0.12258229114557279,0.12076732741370685,0.12448951975987994,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,CheMeleon + dose (onehot) · test_spearman,0.117674,0.1158457617258283,0.11948199877925496,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-100M-MLM · test_spearman,0.11287343671835919,0.11103826913456728,0.11485882316158079,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-100M-MLM + dose (gate) · test_spearman,0.11287343671835919,0.11103826913456728,0.11485882316158079,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-5M-MLM · test_spearman,0.11039444722361182,0.108681471985993,0.11220215107553776,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-5M-MLM + dose (gate) · test_spearman,0.11039444722361182,0.108681471985993,0.11220215107553776,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-5M-MTR · test_spearman,0.12490995497748873,0.12310550275137569,0.12683334167083543,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-5M-MTR + dose (gate) · test_spearman,0.12490995497748873,0.12310550275137569,0.12683334167083543,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-77M-MLM · test_spearman,0.12249649824912456,0.12071681465732867,0.12437621935967982,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,ChemBERTa-77M-MLM + dose (gate) · test_spearman,0.12249649824912456,0.12071681465732867,0.12437621935967982,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,MCF7 · test_spearman,0.14655,0.14402977370143338,0.14882690003226254,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,MoLFormer-XL · test_spearman,0.11499374687343673,0.11309424712356178,0.11691536393196597,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,MoLFormer-XL + dose (gate) · test_spearman,0.11499374687343673,0.11309424712356178,0.11691536393196597,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,MolGen-large · test_spearman,0.11417633816908455,0.11245861680840422,0.11601137443721861,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,MolGen-large + dose (gate) · test_spearman,0.11417633816908455,0.11245861680840422,0.11601137443721861,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_1024 · test_spearman,0.1199629814907454,0.11815537143571785,0.12178860055027514,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_1024 + dose (concat) · test_spearman,0.114376,0.11270642989299406,0.11607504720849945,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_1024 + dose (gate) · test_spearman,0.1199629814907454,0.11815537143571785,0.12178860055027514,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_1024 + dose (onehot) · test_spearman,0.114506,0.1128906813283232,0.11613456806607281,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_2048 · test_spearman,0.12106378189094548,0.1192777076038019,0.12292505002501251,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_2048 + dose (gate) · test_spearman,0.12106378189094548,0.1192777076038019,0.12292505002501251,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_512 · test_spearman,0.11443121560780388,0.11236218734367184,0.1165066408204102,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,Morgan_512 + dose (gate) · test_spearman,0.11443121560780388,0.11236218734367184,0.1165066408204102,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,PC3 · test_spearman,0.140908,0.13888731548430314,0.1431288606805424,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv1-84M · test_spearman,0.11068834417208603,0.10902981490745373,0.11256159329664833,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv1-84M + dose (gate) · test_spearman,0.11068834417208603,0.10902981490745373,0.11256159329664833,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-1.1B · test_spearman,0.11739794897448724,0.11555469609804901,0.11928097173586794,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-1.1B + dose (concat) · test_spearman,0.079833,0.07801064337078223,0.08170793675014783,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-1.1B + dose (gate) · test_spearman,0.11739794897448724,0.11555469609804901,0.11928097173586794,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-1.1B + dose (onehot) · test_spearman,0.078039,0.07601464417189614,0.07991544910065425,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-164M · test_spearman,0.11509404702351175,0.11336316283141572,0.11699837418709355,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-164M + dose (gate) · test_spearman,0.11509404702351175,0.11336316283141572,0.11699837418709355,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-310M · test_spearman,0.1209087043521761,0.1190121435717859,0.12286318159079539,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-310M + dose (gate) · test_spearman,0.1209087043521761,0.1190121435717859,0.12286318159079539,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-570M · test_spearman,0.11580090045022512,0.11392686968484242,0.11783618059029516,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-570M + dose (gate) · test_spearman,0.11580090045022512,0.11392686968484242,0.11783618059029516,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-84M · test_spearman,0.11479989994997498,0.11288309154577289,0.11676175587793897,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,UniMolv2-84M + dose (gate) · test_spearman,0.11479989994997498,0.11288309154577289,0.11676175587793897,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,average_ref · test_spearman,0.182535,0.18019082666333167,0.18489165832916457,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,bert-base-smiles · test_spearman,0.10699424712356179,0.10519611680840421,0.10887970860430216,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,bert-base-smiles + dose (gate) · test_spearman,0.10699424712356179,0.10519611680840421,0.10887970860430216,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,cell-line holdout · test_spearman,0.130918,0.12901650101233203,0.1326669105466593,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,default · test_spearman,0.15304127063531767,0.15075677838919457,0.15555650950475236,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,delta_ref_only · test_spearman,0.109504,0.10724816783391695,0.11176256878439218,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,random_512 · test_spearman,0.10477913956978491,0.10305422711355677,0.10661643946973488,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,random_512 + dose (concat) · test_spearman,0.100679,0.09919894329257826,0.10227272207068877,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,random_512 + dose (gate) · test_spearman,0.10477913956978491,0.10305422711355677,0.10661643946973488,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,random_512 + dose (onehot) · test_spearman,0.09043,0.08876812520266275,0.09201580769450854,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.0 · test_spearman,0.137198,0.13482140445222612,0.13940447098549275,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.1 · test_spearman,0.123146,0.12069257128564283,0.12545812281140573,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.2 · test_spearman,0.1097,0.10735538394197099,0.11206450725362681,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.3 · test_spearman,0.093315,0.09098860680340172,0.0955247811405703,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.4 · test_spearman,0.085666,0.08325285142571286,0.088123911955978,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,repro_0.5 · test_spearman,0.073048,0.07093246623311657,0.0752693784392196,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,LINCS,resample_ref · test_spearman,0.159039,0.15697619434717358,0.16129348424212106,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,A-172 (CVCL_0131) · test_cosine_sim,0.7967320084571838,0.7943360692674135,0.799181601647998,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,COLO 205 (CVCL_0218) · test_cosine_sim,0.7852150201797485,0.7829273015257305,0.7875232738557021,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon · test_cosine_sim,0.44689326638341703,0.44274713531608084,0.4508542873696408,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (concat) · test_cosine_sim,0.43500301241874695,0.43081215398480754,0.43924694219132226,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (gate) · test_cosine_sim,0.44689326638341703,0.44274713531608084,0.4508542873696408,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (onehot) · test_cosine_sim,0.43992099165916443,0.4358908201364748,0.4440897386378267,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM · test_cosine_sim,0.44145616067979915,0.4373858632676709,0.4454040491824385,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM + dose (gate) · test_cosine_sim,0.44145616067979915,0.4373858632676709,0.4454040491824385,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM · test_cosine_sim,0.43433114458606925,0.42993691257885924,0.43804673619157974,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM + dose (gate) · test_cosine_sim,0.43433114458606925,0.42993691257885924,0.43804673619157974,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR · test_cosine_sim,0.446396292004635,0.44232232522209347,0.4503611432985709,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR + dose (gate) · test_cosine_sim,0.446396292004635,0.44232232522209347,0.4503611432985709,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM · test_cosine_sim,0.45034762456546934,0.44641425260718426,0.45419981975022533,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM + dose (gate) · test_cosine_sim,0.45034762456546934,0.44641425260718426,0.45419981975022533,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL · test_cosine_sim,0.44812282734646586,0.4441454229432213,0.4521816982103773,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL + dose (gate) · test_cosine_sim,0.44812282734646586,0.4441454229432213,0.4521816982103773,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large · test_cosine_sim,0.4374147032316209,0.4331555619930475,0.4415595468005665,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large + dose (gate) · test_cosine_sim,0.4374147032316209,0.4331555619930475,0.4415595468005665,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 · test_cosine_sim,0.4421578473026909,0.4375178318527102,0.4462499678125402,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (concat) · test_cosine_sim,0.4366700053215027,0.4325280674649157,0.44062572421784474,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (gate) · test_cosine_sim,0.4421578473026909,0.4375178318527102,0.4462499678125402,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (onehot) · test_cosine_sim,0.44982999563217163,0.4458102871121411,0.45365160293549633,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 · test_cosine_sim,0.44065147418565725,0.43634617612977983,0.4446663769795287,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 + dose (gate) · test_cosine_sim,0.44065147418565725,0.43634617612977983,0.4446663769795287,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 · test_cosine_sim,0.4479799150251062,0.44356723960345046,0.451972930346337,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 + dose (gate) · test_cosine_sim,0.4479799150251062,0.44356723960345046,0.451972930346337,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,PANC-1 (CVCL_0480) · test_cosine_sim,0.8098819851875305,0.807538045577443,0.8122178447276941,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M · test_cosine_sim,0.41909875112656114,0.4145790202137247,0.4235610917986352,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M + dose (gate) · test_cosine_sim,0.41909875112656114,0.4145790202137247,0.4235610917986352,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B · test_cosine_sim,0.4052130809836488,0.40068778164027297,0.4094200141624823,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (concat) · test_cosine_sim,0.33333900570869446,0.3294849040813698,0.3372257306553367,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (gate) · test_cosine_sim,0.4052130809836488,0.40068778164027297,0.4094200141624823,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (onehot) · test_cosine_sim,0.37498199939727783,0.37034086519891846,0.3796420754474057,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M · test_cosine_sim,0.431915797605253,0.4276996588129265,0.43604889275138403,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M + dose (gate) · test_cosine_sim,0.431915797605253,0.4276996588129265,0.43604889275138403,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M · test_cosine_sim,0.42195056006179993,0.4175511136861079,0.4261757113428608,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M + dose (gate) · test_cosine_sim,0.42195056006179993,0.4175511136861079,0.4261757113428608,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M · test_cosine_sim,0.4419145101068624,0.4375430346337067,0.4461404016994978,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M + dose (gate) · test_cosine_sim,0.4419145101068624,0.4375430346337067,0.4461404016994978,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M · test_cosine_sim,0.4304145744817819,0.42622682502896875,0.4347181987897515,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M + dose (gate) · test_cosine_sim,0.4304145744817819,0.42622682502896875,0.4347181987897515,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles · test_cosine_sim,0.42715849105188614,0.42282853740182824,0.43164844856443924,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles + dose (gate) · test_cosine_sim,0.42715849105188614,0.42282853740182824,0.43164844856443924,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,cell-line holdout · test_cosine_sim,0.6425729990005493,0.6394465858642802,0.6460069057853569,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,default · test_cosine_sim,0.7908124114844857,0.7883776554654306,0.7930398802626497,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,delta_ref_only · test_cosine_sim,0.6399589776992798,0.6373215205355993,0.6429254538431827,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,landmark_genes · test_cosine_sim,0.7926934466331917,0.790188457576928,0.7949798828376464,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 · test_cosine_sim,0.4381846272692159,0.43395223380970777,0.44209685206643495,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (concat) · test_cosine_sim,0.4169420003890991,0.4129130938586326,0.42101876528904336,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (gate) · test_cosine_sim,0.4381846272692159,0.43395223380970777,0.44209685206643495,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (onehot) · test_cosine_sim,0.4165849983692169,0.4126701107248616,0.42079715462855666,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,A-172 (CVCL_0131) · test_l2,5.204592227935791,5.143695216943478,5.263844148319815,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,COLO 205 (CVCL_0218) · test_l2,5.266054153442383,5.2155444789242305,5.31888363072149,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon · test_l2,7.844904081369898,7.777339255825929,7.915986288142141,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (concat) · test_l2,7.921327114105225,7.850816724604095,7.992928286339642,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (gate) · test_l2,7.844904081369898,7.777339255825929,7.915986288142141,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (onehot) · test_l2,7.88886022567749,7.82007544740569,7.960564632419209,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM · test_l2,7.887490665636668,7.8185342152697315,7.957871121411098,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM + dose (gate) · test_l2,7.887490665636668,7.8185342152697315,7.957871121411098,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM · test_l2,7.935607055491181,7.8681917085103645,8.004735901892621,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM + dose (gate) · test_l2,7.935607055491181,7.8681917085103645,8.004735901892621,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR · test_l2,7.899017638727951,7.833686172267285,7.967299311188362,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR + dose (gate) · test_l2,7.899017638727951,7.833686172267285,7.967299311188362,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM · test_l2,7.845664992918759,7.780450012874985,7.911246234067208,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM + dose (gate) · test_l2,7.845664992918759,7.780450012874985,7.911246234067208,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL · test_l2,7.858587614265482,7.791904177932278,7.927112205484743,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL + dose (gate) · test_l2,7.858587614265482,7.791904177932278,7.927112205484743,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large · test_l2,7.903867645165444,7.838228402214496,7.967786114329857,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large + dose (gate) · test_l2,7.903867645165444,7.838228402214496,7.967786114329857,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 · test_l2,7.8773760782799025,7.808127301403372,7.9475522402472,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (concat) · test_l2,7.92437219619751,7.85318276039655,7.997334588644264,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (gate) · test_l2,7.8773760782799025,7.808127301403372,7.9475522402472,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (onehot) · test_l2,7.836585998535156,7.767411548860564,7.909964175357281,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 · test_l2,7.925197631002961,7.85556041586198,7.992157428865713,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 + dose (gate) · test_l2,7.925197631002961,7.85556041586198,7.992157428865713,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 · test_l2,7.836104029869962,7.76755082399897,7.9073569267413415,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 + dose (gate) · test_l2,7.836104029869962,7.76755082399897,7.9073569267413415,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,PANC-1 (CVCL_0480) · test_l2,5.050970077514648,4.990825447405691,5.110824771469035,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M · test_l2,8.073460795674006,8.005731556585555,8.143875305780869,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M + dose (gate) · test_l2,8.073460795674006,8.005731556585555,8.143875305780869,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B · test_l2,8.160302562121798,8.091452426934467,8.231000997811252,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (concat) · test_l2,8.377156257629395,8.305518475601906,8.456682438521952,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (gate) · test_l2,8.160302562121798,8.091452426934467,8.231000997811252,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (onehot) · test_l2,8.393695831298828,8.32030082399897,8.46887244109695,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M · test_l2,7.9999459250675935,7.931158812926484,8.06763998326252,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M + dose (gate) · test_l2,7.9999459250675935,7.931158812926484,8.06763998326252,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M · test_l2,7.98958928801339,7.918220258787177,8.060394553881808,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M + dose (gate) · test_l2,7.98958928801339,7.918220258787177,8.060394553881808,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M · test_l2,7.869003476245655,7.799467780352774,7.940313988670015,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M + dose (gate) · test_l2,7.869003476245655,7.799467780352774,7.940313988670015,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M · test_l2,8.020786661516672,7.952316788979013,8.090793453070685,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M + dose (gate) · test_l2,8.020786661516672,7.952316788979013,8.090793453070685,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles · test_l2,7.992613621732973,7.925130423586971,8.062920786661518,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles + dose (gate) · test_l2,7.992613621732973,7.925130423586971,8.062920786661518,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,cell-line holdout · test_l2,7.058465003967285,6.991110615883306,7.12911815587344,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,default · test_l2,5.29209475988155,5.2341430088837395,5.352024398094502,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,delta_ref_only · test_l2,6.6983442306518555,6.6334761812797725,6.770563859920176,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,landmark_genes · test_l2,1.613548345564568,1.5956297476503156,1.6318365198918503,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 · test_l2,7.889656237929702,7.819996040942449,7.959624147032317,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (concat) · test_l2,7.969974040985107,7.894954197244753,8.046579148963565,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (gate) · test_l2,7.889656237929702,7.819996040942449,7.959624147032317,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (onehot) · test_l2,7.977582931518555,7.903665153856057,8.053789751512811,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,A-172 (CVCL_0131) · test_pearson,0.7966269850730896,0.7942481331273334,0.7991093086133643,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,COLO 205 (CVCL_0218) · test_pearson,0.7851020097732544,0.7827784781484355,0.7873865722782519,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon · test_pearson,0.4471430410711987,0.4430254924681345,0.45111185142268573,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (concat) · test_pearson,0.4352859854698181,0.43105948242564696,0.4395072421784473,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (gate) · test_pearson,0.4471430410711987,0.4430254924681345,0.45111185142268573,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (onehot) · test_pearson,0.4401629865169525,0.436092989571263,0.44432432084459894,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM · test_pearson,0.4416685979142526,0.4375626046092443,0.44560341830822714,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM + dose (gate) · test_pearson,0.4416685979142526,0.4375626046092443,0.44560341830822714,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM · test_pearson,0.4345860692674134,0.4302043903695121,0.438282831208961,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM + dose (gate) · test_pearson,0.4345860692674134,0.4302043903695121,0.438282831208961,,,,95.0,0
