figure,analysis,group,term,estimate,ci_lo,ci_hi,p,p_adj,n,ci_level,seed
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR · test_pearson,0.4468997038753702,0.4427833462083172,0.4508498776876529,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR + dose (gate) · test_pearson,0.4468997038753702,0.4427833462083172,0.4508498776876529,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM · test_pearson,0.4506051242435947,0.44664963950045067,0.4544592828633965,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM + dose (gate) · test_pearson,0.4506051242435947,0.44664963950045067,0.4544592828633965,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL · test_pearson,0.4484807518990601,0.44452645809192737,0.4525402665121669,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL + dose (gate) · test_pearson,0.4484807518990601,0.44452645809192737,0.4525402665121669,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large · test_pearson,0.4377932277584653,0.43354535213080986,0.4418834492081885,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large + dose (gate) · test_pearson,0.4377932277584653,0.43354535213080986,0.4418834492081885,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 · test_pearson,0.4424552594309257,0.43779802368997034,0.44649246813441484,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (concat) · test_pearson,0.4370169937610626,0.4329713209733488,0.4410166731041586,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (gate) · test_pearson,0.4424552594309257,0.43779802368997034,0.44649246813441484,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (onehot) · test_pearson,0.45017099380493164,0.4462119544225569,0.45405893523883095,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 · test_pearson,0.44088579889275137,0.4366081820522725,0.4448996395004506,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 + dose (gate) · test_pearson,0.44088579889275137,0.4366081820522725,0.4448996395004506,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 · test_pearson,0.44825672717909104,0.44385232393459506,0.45218919788850265,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 + dose (gate) · test_pearson,0.44825672717909104,0.44385232393459506,0.45218919788850265,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,PANC-1 (CVCL_0480) · test_pearson,0.8097950220108032,0.8074519763100296,0.8121381163898546,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M · test_pearson,0.4195017381228273,0.4149655916055105,0.42395010943736317,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M + dose (gate) · test_pearson,0.4195017381228273,0.4149655916055105,0.42395010943736317,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B · test_pearson,0.4057293678382902,0.40119631131711087,0.4099550984936269,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (concat) · test_pearson,0.33366501331329346,0.32981460023174974,0.33761577829277717,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (gate) · test_pearson,0.4057293678382902,0.40119631131711087,0.4099550984936269,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (onehot) · test_pearson,0.3754439949989319,0.3708289558388052,0.3801122054847431,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M · test_pearson,0.43216814728981584,0.42795777005278746,0.4362857924552595,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M + dose (gate) · test_pearson,0.43216814728981584,0.42795777005278746,0.4362857924552595,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M · test_pearson,0.4222106347367066,0.4177941933822583,0.426430764774044,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M + dose (gate) · test_pearson,0.4222106347367066,0.4177941933822583,0.426430764774044,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M · test_pearson,0.4422518346852066,0.43792481009398737,0.44647396034504955,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M + dose (gate) · test_pearson,0.4422518346852066,0.43792481009398737,0.44647396034504955,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M · test_pearson,0.4307106991116261,0.4265184434144457,0.4350042809321488,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M + dose (gate) · test_pearson,0.4307106991116261,0.4265184434144457,0.4350042809321488,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles · test_pearson,0.4274584781769023,0.42309337582078027,0.4319546156817304,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles + dose (gate) · test_pearson,0.4274584781769023,0.42309337582078027,0.4319546156817304,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,cell-line holdout · test_pearson,0.6424570083618164,0.6393403213304206,0.6458735289972518,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,default · test_pearson,0.7907055491180636,0.7883077764902794,0.7929535534955582,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,delta_ref_only · test_pearson,0.6398119926452637,0.6371840800823998,0.6427442384447021,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,landmark_genes · test_pearson,0.7921629972962533,0.7896365713917857,0.7944692609759237,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 · test_pearson,0.43851422685721647,0.4343056843053946,0.4424072679284151,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (concat) · test_pearson,0.4173260033130646,0.4133608214239733,0.42140044418694483,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (gate) · test_pearson,0.43851422685721647,0.4343056843053946,0.4424072679284151,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (onehot) · test_pearson,0.4169360101222992,0.4129916312604609,0.421068816788979,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,A-172 (CVCL_0131) · test_spearman,0.636679,0.6345766705291619,0.6390847495815629,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,COLO 205 (CVCL_0218) · test_spearman,0.625091,0.6230753814326351,0.627229764675459,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon · test_spearman,0.33333848332689586,0.33042345822067715,0.33617519634350457,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (concat) · test_spearman,0.321889,0.31882184241019695,0.3248953585683018,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (gate) · test_spearman,0.33333848332689586,0.33042345822067715,0.33617519634350457,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,CheMeleon + dose (onehot) · test_spearman,0.323385,0.32030735805330246,0.32641309385863265,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM · test_spearman,0.32748551564310546,0.3244782734646582,0.33038673232908455,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-100M-MLM + dose (gate) · test_spearman,0.32748551564310546,0.3244782734646582,0.33038673232908455,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM · test_spearman,0.32273850907686363,0.3196315179606026,0.32551882966396295,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MLM + dose (gate) · test_spearman,0.32273850907686363,0.3196315179606026,0.32551882966396295,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR · test_spearman,0.3328775589030514,0.3298023689970388,0.3359469872537659,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-5M-MTR + dose (gate) · test_spearman,0.3328775589030514,0.3298023689970388,0.3359469872537659,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM · test_spearman,0.34133771082786146,0.33842120509849366,0.344179251963435,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,ChemBERTa-77M-MLM + dose (gate) · test_spearman,0.34133771082786146,0.33842120509849366,0.344179251963435,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL · test_spearman,0.33215784730269093,0.32915060512424354,0.3351837582078022,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MoLFormer-XL + dose (gate) · test_spearman,0.33215784730269093,0.32915060512424354,0.3351837582078022,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large · test_spearman,0.32448950688811645,0.3214177932277585,0.3274340478949401,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,MolGen-large + dose (gate) · test_spearman,0.32448950688811645,0.3214177932277585,0.3274340478949401,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 · test_spearman,0.3306038367452041,0.32735354705806613,0.33350386249517183,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (concat) · test_spearman,0.322136,0.3194033732457835,0.32498963563795547,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (gate) · test_spearman,0.3306038367452041,0.32735354705806613,0.33350386249517183,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_1024 + dose (onehot) · test_spearman,0.334802,0.3319755375305781,0.3376929638212952,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 · test_spearman,0.33013261233423463,0.3269608278614652,0.3329168919788851,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_2048 + dose (gate) · test_spearman,0.33013261233423463,0.3269608278614652,0.3329168919788851,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 · test_spearman,0.33594438006952493,0.3327796446504442,0.3389278679026651,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,Morgan_512 + dose (gate) · test_spearman,0.33594438006952493,0.3327796446504442,0.3389278679026651,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,PANC-1 (CVCL_0480) · test_spearman,0.653673,0.6515212759109053,0.6557525749967814,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M · test_spearman,0.3092790009012489,0.3060236577829278,0.312427063216171,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv1-84M + dose (gate) · test_spearman,0.3092790009012489,0.3060236577829278,0.312427063216171,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B · test_spearman,0.2954177932277584,0.2921517638727951,0.29852803527745597,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (concat) · test_spearman,0.239435,0.23652835715205356,0.24233442770696537,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (gate) · test_spearman,0.2954177932277584,0.2921517638727951,0.29852803527745597,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-1.1B + dose (onehot) · test_spearman,0.271824,0.2683952298184627,0.2753614973606283,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M · test_spearman,0.3223561220548474,0.3191642526071843,0.3251960216299729,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-164M + dose (gate) · test_spearman,0.3223561220548474,0.3191642526071843,0.3251960216299729,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M · test_spearman,0.3107094116132355,0.3075767992790009,0.3135655980430025,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-310M + dose (gate) · test_spearman,0.3107094116132355,0.3075767992790009,0.3135655980430025,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M · test_spearman,0.33187717265353417,0.3287361593923007,0.33503901120123597,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-570M + dose (gate) · test_spearman,0.33187717265353417,0.3287361593923007,0.33503901120123597,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M · test_spearman,0.32351487060641176,0.3204972640659199,0.3264223638470452,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,UniMolv2-84M + dose (gate) · test_spearman,0.32351487060641176,0.3204972640659199,0.3264223638470452,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles · test_spearman,0.31748551564310545,0.3143516801853998,0.3205641817947728,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,bert-base-smiles + dose (gate) · test_spearman,0.31748551564310545,0.3143516801853998,0.3205641817947728,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,cell-line holdout · test_spearman,0.485191,0.482174459164259,0.48832379677260235,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,default · test_spearman,0.628236127204841,0.6259958156302305,0.6303450817561479,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,delta_ref_only · test_spearman,0.479116,0.4768479464400669,0.4817411162611047,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,landmark_genes · test_spearman,0.7132367709540361,0.7107684756019055,0.7155285502768122,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 · test_spearman,0.32609244238444707,0.32300160937298833,0.32889954293807133,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (concat) · test_spearman,0.29853,0.29574980687524144,0.30130516930603846,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (gate) · test_spearman,0.32609244238444707,0.32300160937298833,0.32889954293807133,,,,95.0,0
fig3/figS,bootstrap CI of mean test metric,Tahoe,random_512 + dose (onehot) · test_spearman,0.29744,0.2945603192996009,0.30023957126303596,,,,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,default,0.04217933966983491,0.040316439469734865,0.04420149449724861,0.0,0.0,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,CheMeleon,0.014059279639819908,0.012966433216608307,0.015291158079039519,4.784382676654581e-77,1.722377763595649e-76,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,ChemBERTa-77M-MLM,0.014044522261130565,0.013031246873436719,0.015061787143571788,6.20620434711629e-157,5.585583912404661e-156,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,ChemBERTa-5M-MTR,0.013295647823911957,0.012138856928464234,0.01446457603801901,1.7566975435096927e-117,1.0540185261058156e-116,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,Morgan_1024,0.01180265132566283,0.010756597048524262,0.01278917583791896,8.703729497329554e-100,3.916678273798299e-99,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,Morgan_2048,0.011658329164582293,0.010606709604802401,0.012794528514257128,3.1853497790071683e-62,9.556049337021505e-62,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,UniMolv2-310M,0.011648074037018511,0.010356578289144571,0.012976769634817408,4.734375225867839e-57,1.2174107723660158e-56,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,MolGen-large,0.00746848424212106,0.006572998999499749,0.008338206603301652,1.735137533001669e-33,3.904059449253756e-33,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,UniMolv2-1.1B,0.006972736368184092,0.005752570035017508,0.008227213606803402,1.0035791952147443e-25,2.0071583904294886e-25,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,UniMolv2-570M,0.00634592296148074,0.005105746623311655,0.0076191908454227115,3.3370001716055924e-18,5.460545735354606e-18,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,MoLFormer-XL,0.005973736868434216,0.004725193846923462,0.007220116308154078,7.346602700817833e-11,9.445632043908643e-11,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,UniMolv2-84M,0.005603301650825412,0.004401169334667334,0.006904614807403703,3.037838647901934e-14,4.556757971852901e-14,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,ChemBERTa-5M-MLM,0.005133066533266634,0.0043046773386693354,0.005942577538769384,1.3011732950294404e-23,2.3421119310529927e-23,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,UniMolv2-164M,0.0046063031515757875,0.00362498124062031,0.005659867433716859,9.494662108071918e-05,0.00011393594529686303,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,UniMolv1-84M,0.004367183591795899,0.0035762318659329664,0.005199068284142071,1.068071227957587e-11,1.4788678540951206e-11,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,ChemBERTa-100M-MLM,0.003971985992996498,0.003012837668834417,0.004979677338669335,0.0023215423395838925,0.0024581036536770627,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,Morgan_512,0.0036415707853926973,0.002034379689844922,0.005296210605302651,0.0008098998068096765,0.000911137282660886,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,LINCS,bert-base-smiles,0.0031738369184592294,0.0023513569284642323,0.0039956290645322655,0.11291777945705021,0.11291777945705023,39980.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,default,0.3521913222608472,0.3481969228788464,0.35616962791296514,0.0,0.0,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,ChemBERTa-77M-MLM,0.012090897386378268,0.010001995622505474,0.014293903695120383,7.935471603835599e-26,4.76128296230136e-25,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,MoLFormer-XL,0.009966525041843697,0.008105574868031415,0.011993272820908975,7.301151136939588e-07,1.0951726705409382e-06,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,Morgan_512,0.0097425003218746,0.007320136474829406,0.012061574610531737,2.1345895058069716e-19,5.488944443503641e-19,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,CheMeleon,0.008628814213982232,0.007028228402214497,0.01024098751126561,4.109757474932819e-10,6.725057686253703e-10,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,ChemBERTa-5M-MTR,0.008385477018153729,0.0063111561735547834,0.010549922750096563,7.612704108475016e-13,1.5225408216950033e-12,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,Morgan_1024,0.003941032573709282,0.0013885026393717008,0.006383545770567787,6.56060262315146e-06,9.083911324363559e-06,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,UniMolv2-570M,0.003737607827990215,0.0009783378395777011,0.006497489378138277,2.2170575631214416e-15,4.988379517023244e-15,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,ChemBERTa-100M-MLM,0.0031543710570361783,0.0014235547830565205,0.004973606282992144,0.044303378621959086,0.044303378621959086,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,Morgan_2048,0.0023715720355349562,-0.00021526973091283544,0.004763872795159006,0.0002670772503427671,0.00034338503615498626,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,MolGen-large,-0.0007209990987511265,-0.0031247907815115236,0.0016897450753186557,0.007754748032069534,0.008724091536078227,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,ChemBERTa-5M-MLM,-0.003928157589803013,-0.005855800180249775,-0.002101165186043517,3.086079848196312e-11,5.5549437267533626e-11,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,UniMolv2-164M,-0.006346079567400541,-0.009237285953392555,-0.0034598622376722024,0.029649922092413527,0.03139403515667315,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,UniMolv2-84M,-0.007803527745590317,-0.010401506373117033,-0.005182116647354189,0.005736889754599776,0.006884267705519731,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,bert-base-smiles,-0.01105574868031415,-0.013364522981846273,-0.008723992532509335,1.383331770800092e-24,4.9799943748803314e-24,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,UniMolv2-310M,-0.016303592120509847,-0.018894199819750226,-0.013826413029483713,4.574967468619237e-25,2.0587353608786564e-24,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,UniMolv1-84M,-0.019012488734389082,-0.021667535728080337,-0.016550373374533283,1.9142649922647943e-22,5.742794976794383e-22,7767.0,95.0,0
fig3,paired Δ mean test Pearson vs random_512,Tahoe,UniMolv2-1.1B,-0.03278485901892622,-0.03581736835328955,-0.02982744302819621,1.2184545433163981e-83,1.0966090889847583e-82,7767.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),LINCS,default_vs_best_embedding,0.028120060030015007,0.026207441220610306,0.030111386943471735,6.635793708368876e-215,,39980.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),LINCS,default_vs_delta_ref,0.09027413706853427,0.0883150387693847,0.09232042896448224,0.0,,39980.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),LINCS,default_vs_mean_delta,0.09302251125562781,0.0906625187593797,0.09546277513756879,0.0,,39980.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),LINCS,default_vs_runner_up,0.028120060030015007,0.026207441220610306,0.030111386943471735,6.635793708368876e-215,,39980.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),Tahoe,default_vs_best_embedding,0.34010042487446895,0.33622817690227885,0.34397083816145224,0.0,,7767.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),Tahoe,default_vs_delta_ref,0.28930603836745206,0.2865388502639372,0.2917485515643105,0.0,,7767.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),Tahoe,default_vs_mean_delta,0.4368533539333076,0.43342210634736705,0.44009418050727434,0.0,,7767.0,95.0,0
fig3,paired Δ mean test Pearson (default − other),Tahoe,default_vs_runner_up,0.34010042487446895,0.33622817690227885,0.34397083816145224,0.0,,7767.0,95.0,0
fig2f,compound-cluster bootstrap CI,Pearson r,Standard BioPert,0.7907273919217201,0.7727328472705964,0.8056226715092525,,,7767.0,95.0,0
fig2f,compound-cluster bootstrap CI,Pearson r,Cell-line centroid,0.7334689107344986,0.7148111133480904,0.7516533787861179,,,7767.0,95.0,0
fig2f,compound-cluster bootstrap CI,Pearson r,Cell-line + dose,0.7263491381853301,0.7084387437131576,0.7432626897842276,,,7767.0,95.0,0
fig2f,compound-cluster bootstrap CI,Systema centroid accuracy,Perturbed mean,0.5,0.44529639679641453,0.5537271052832876,,,7767.0,95.0,0
fig2f,compound-cluster bootstrap CI,Systema centroid accuracy,BioPert,0.9612356242047294,0.9470929643185936,0.973122985466654,,,7767.0,95.0,0
fig2g,cell-line bootstrap CI of macro Pearson gain vs reference Δ,Tahoe,Q2,0.2948510389641621,0.28023907792301495,0.31022263670124933,,,35.0,95.0,0
fig2g,cell-line bootstrap CI of macro Pearson gain vs reference Δ,Tahoe,Q3,0.07787299116116882,0.06091346218114117,0.09473746607533971,,,7.0,95.0,0
fig2g,cell-line bootstrap CI of macro Pearson gain vs reference Δ,Tahoe,Q4,0.04198917555545456,0.024365155413668717,0.05758427645791634,,,7.0,95.0,0
fig2g,cell-line bootstrap CI of macro Pearson gain vs reference Δ,LINCS,Q2,0.11453149854227096,0.09629782989005634,0.13223181905981968,,,167.0,95.0,0
fig2g,cell-line bootstrap CI of macro Pearson gain vs reference Δ,LINCS,Q3,0.053828185180631746,0.036895540488330734,0.070241777551578,,,20.0,95.0,0
fig2g,cell-line bootstrap CI of macro Pearson gain vs reference Δ,LINCS,Q4,0.041567616308088626,0.024317767407061965,0.058738836930055015,,,20.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(-0.4, -0.3]",0.08757575757575758,0.028787878787878793,0.14424242424242423,,,33.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(-0.3, -0.2]",0.07840277777777778,0.053192708333333345,0.10438020833333332,,,144.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(-0.2, -0.1]",0.07181438998957247,0.06257377476538062,0.08069056308654848,,,959.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(-0.1, -1.11e-16]",0.062428850446428576,0.05920319475446428,0.06575502232142857,,,7168.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(-1.11e-16, 0.1]",0.09864594983224156,0.09522555520051126,0.10180302364594984,,,12518.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.1, 0.2]",0.17876722090261282,0.17133527315914487,0.18631157957244657,,,4210.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.2, 0.3]",0.2984689265536723,0.28582796610169486,0.3109266949152542,,,1770.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.3, 0.4]",0.4139301310043668,0.39281441048034943,0.4325215611353712,,,916.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.4, 0.5]",0.5187260273972603,0.49983527397260274,0.5372804794520548,,,730.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.5, 0.6]",0.6010282258064517,0.5804732862903226,0.6212777217741935,,,496.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.6, 0.7]",0.6423869346733668,0.6171030150753769,0.6660615577889447,,,398.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.7, 0.8]",0.6974251497005988,0.664428143712575,0.7277934131736526,,,167.0,95.0,0
fig3a,bootstrap CI of mean test Pearson within reproducibility bin,LINCS,"(0.8, 0.9]",0.7104166666666667,0.61121875,0.7925000000000001,,,24.0,95.0,0
fig3a,per-condition Spearman ρ (test Pearson vs replicate reproducibility),LINCS,spearman_rho,0.39205863773045946,0.38123648558418266,0.40354073472492497,0.0,,29547.0,95.0,0
fig3a,R² of the linear fit through the binned means (descriptive),LINCS,binned_r2,0.9238326969472545,,,,,13.0,95.0,0
fig3a,"regression slope of the binned means, bootstrap CI",LINCS,binned_slope,0.6486576200113512,0.5519222041274898,0.8141605247811841,,,13.0,95.0,0
