dataset,category,label,exp_key,metric,estimate,ci_lo,ci_hi
LINCS,dose_encoding,Morgan_1024 + dose (concat),lincs_Morgan_1024_dose_concat,test_spearman,0.114376,0.11270642989299406,0.11607504720849945
LINCS,dose_encoding,Morgan_1024 + dose (gate),lincs_Morgan_1024_dose_gate,test_spearman,0.1199629814907454,0.11815537143571785,0.12178860055027514
LINCS,dose_encoding,Morgan_1024 + dose (onehot),lincs_Morgan_1024_dose_onehot,test_spearman,0.114506,0.1128906813283232,0.11613456806607281
LINCS,embedding,Morgan_2048,lincs_Morgan_2048_dose_gate,test_spearman,0.12106378189094548,0.1192777076038019,0.12292505002501251
LINCS,dose_encoding,Morgan_2048 + dose (gate),lincs_Morgan_2048_dose_gate,test_spearman,0.12106378189094548,0.1192777076038019,0.12292505002501251
LINCS,embedding,Morgan_512,lincs_Morgan_512_dose_gate,test_spearman,0.11443121560780388,0.11236218734367184,0.1165066408204102
LINCS,dose_encoding,Morgan_512 + dose (gate),lincs_Morgan_512_dose_gate,test_spearman,0.11443121560780388,0.11236218734367184,0.1165066408204102
LINCS,ref_cell,PC3,lincs_PC3,test_spearman,0.140908,0.13888731548430314,0.1431288606805424
LINCS,embedding,UniMolv1-84M,lincs_unimolv1_84m_dose_gate,test_spearman,0.11068834417208603,0.10902981490745373,0.11256159329664833
LINCS,dose_encoding,UniMolv1-84M + dose (gate),lincs_unimolv1_84m_dose_gate,test_spearman,0.11068834417208603,0.10902981490745373,0.11256159329664833
LINCS,embedding,UniMolv2-1.1B,lincs_unimolv2_1.1B_dose_gate,test_spearman,0.11739794897448724,0.11555469609804901,0.11928097173586794
LINCS,dose_encoding,UniMolv2-1.1B + dose (concat),lincs_unimolv2_1.1B_dose_concat,test_spearman,0.079833,0.07801064337078223,0.08170793675014783
LINCS,dose_encoding,UniMolv2-1.1B + dose (gate),lincs_unimolv2_1.1B_dose_gate,test_spearman,0.11739794897448724,0.11555469609804901,0.11928097173586794
LINCS,dose_encoding,UniMolv2-1.1B + dose (onehot),lincs_unimolv2_1.1B_dose_onehot,test_spearman,0.078039,0.07601464417189614,0.07991544910065425
LINCS,embedding,UniMolv2-164M,lincs_unimolv2_164m_dose_gate,test_spearman,0.11509404702351175,0.11336316283141572,0.11699837418709355
LINCS,dose_encoding,UniMolv2-164M + dose (gate),lincs_unimolv2_164m_dose_gate,test_spearman,0.11509404702351175,0.11336316283141572,0.11699837418709355
LINCS,embedding,UniMolv2-310M,lincs_unimolv2_310m_dose_gate,test_spearman,0.1209087043521761,0.1190121435717859,0.12286318159079539
LINCS,dose_encoding,UniMolv2-310M + dose (gate),lincs_unimolv2_310m_dose_gate,test_spearman,0.1209087043521761,0.1190121435717859,0.12286318159079539
LINCS,embedding,UniMolv2-570M,lincs_unimolv2_570m_dose_gate,test_spearman,0.11580090045022512,0.11392686968484242,0.11783618059029516
LINCS,dose_encoding,UniMolv2-570M + dose (gate),lincs_unimolv2_570m_dose_gate,test_spearman,0.11580090045022512,0.11392686968484242,0.11783618059029516
LINCS,embedding,UniMolv2-84M,lincs_unimolv2_84m_dose_gate,test_spearman,0.11479989994997498,0.11288309154577289,0.11676175587793897
LINCS,dose_encoding,UniMolv2-84M + dose (gate),lincs_unimolv2_84m_dose_gate,test_spearman,0.11479989994997498,0.11288309154577289,0.11676175587793897
LINCS,ref_handling,average_ref,lincs_average_ref,test_spearman,0.182535,0.18019082666333167,0.18489165832916457
LINCS,embedding,bert-base-smiles,lincs_bert-base-smiles_dose_gate,test_spearman,0.10699424712356179,0.10519611680840421,0.10887970860430216
LINCS,dose_encoding,bert-base-smiles + dose (gate),lincs_bert-base-smiles_dose_gate,test_spearman,0.10699424712356179,0.10519611680840421,0.10887970860430216
LINCS,holdout,cell-line holdout,lincs_cellline_holdout,test_spearman,0.130918,0.12901650101233203,0.1326669105466593
LINCS,ablation,default,lincs_default_config,test_spearman,0.15304127063531767,0.15075677838919457,0.15555650950475236
LINCS,ablation,delta_ref_only,lincs_delta_ref_only,test_spearman,0.109504,0.10724816783391695,0.11176256878439218
LINCS,ablation,random_512,lincs_random_512_dose_gate,test_spearman,0.10477913956978491,0.10305422711355677,0.10661643946973488
LINCS,dose_encoding,random_512 + dose (concat),lincs_random_512_dose_concat,test_spearman,0.100679,0.09919894329257826,0.10227272207068877
LINCS,dose_encoding,random_512 + dose (gate),lincs_random_512_dose_gate,test_spearman,0.10477913956978491,0.10305422711355677,0.10661643946973488
LINCS,dose_encoding,random_512 + dose (onehot),lincs_random_512_dose_onehot,test_spearman,0.09043,0.08876812520266275,0.09201580769450854
LINCS,repro,repro_0.0,lincs_default_repro_0,test_spearman,0.137198,0.13482140445222612,0.13940447098549275
LINCS,repro,repro_0.1,lincs_default_repro_0.1,test_spearman,0.123146,0.12069257128564283,0.12545812281140573
LINCS,repro,repro_0.2,lincs_default_repro_0.2,test_spearman,0.1097,0.10735538394197099,0.11206450725362681
LINCS,repro,repro_0.3,lincs_default_repro_0.3,test_spearman,0.093315,0.09098860680340172,0.0955247811405703
LINCS,repro,repro_0.4,lincs_default_repro_0.4,test_spearman,0.085666,0.08325285142571286,0.088123911955978
LINCS,repro,repro_0.5,lincs_default_repro_0.5,test_spearman,0.073048,0.07093246623311657,0.0752693784392196
LINCS,ref_handling,resample_ref,lincs_resample_ref,test_spearman,0.159039,0.15697619434717358,0.16129348424212106
Tahoe,ref_cell,A-172 (CVCL_0131),tahoe_CVCL_0131,test_cosine_sim,0.7967320084571838,0.7943360692674135,0.799181601647998
Tahoe,ref_cell,COLO 205 (CVCL_0218),tahoe_CVCL_0218,test_cosine_sim,0.7852150201797485,0.7829273015257305,0.7875232738557021
Tahoe,embedding,CheMeleon,tahoe_CheMeleon_dose_gate,test_cosine_sim,0.44689326638341703,0.44274713531608084,0.4508542873696408
Tahoe,dose_encoding,CheMeleon + dose (concat),tahoe_CheMeleon_dose_concat,test_cosine_sim,0.43500301241874695,0.43081215398480754,0.43924694219132226
Tahoe,dose_encoding,CheMeleon + dose (gate),tahoe_CheMeleon_dose_gate,test_cosine_sim,0.44689326638341703,0.44274713531608084,0.4508542873696408
Tahoe,dose_encoding,CheMeleon + dose (onehot),tahoe_CheMeleon_dose_onehot,test_cosine_sim,0.43992099165916443,0.4358908201364748,0.4440897386378267
Tahoe,embedding,ChemBERTa-100M-MLM,tahoe_ChemBERTa-100M-MLM_dose_gate,test_cosine_sim,0.44145616067979915,0.4373858632676709,0.4454040491824385
Tahoe,dose_encoding,ChemBERTa-100M-MLM + dose (gate),tahoe_ChemBERTa-100M-MLM_dose_gate,test_cosine_sim,0.44145616067979915,0.4373858632676709,0.4454040491824385
Tahoe,embedding,ChemBERTa-5M-MLM,tahoe_ChemBERTa-5M-MLM_dose_gate,test_cosine_sim,0.43433114458606925,0.42993691257885924,0.43804673619157974
Tahoe,dose_encoding,ChemBERTa-5M-MLM + dose (gate),tahoe_ChemBERTa-5M-MLM_dose_gate,test_cosine_sim,0.43433114458606925,0.42993691257885924,0.43804673619157974
Tahoe,embedding,ChemBERTa-5M-MTR,tahoe_ChemBERTa-5M-MTR_dose_gate,test_cosine_sim,0.446396292004635,0.44232232522209347,0.4503611432985709
Tahoe,dose_encoding,ChemBERTa-5M-MTR + dose (gate),tahoe_ChemBERTa-5M-MTR_dose_gate,test_cosine_sim,0.446396292004635,0.44232232522209347,0.4503611432985709
Tahoe,embedding,ChemBERTa-77M-MLM,tahoe_ChemBERTa-77M-MLM_dose_gate,test_cosine_sim,0.45034762456546934,0.44641425260718426,0.45419981975022533
Tahoe,dose_encoding,ChemBERTa-77M-MLM + dose (gate),tahoe_ChemBERTa-77M-MLM_dose_gate,test_cosine_sim,0.45034762456546934,0.44641425260718426,0.45419981975022533
Tahoe,embedding,MoLFormer-XL,tahoe_MoLFormer-XL-both-10pct_dose_gate,test_cosine_sim,0.44812282734646586,0.4441454229432213,0.4521816982103773
Tahoe,dose_encoding,MoLFormer-XL + dose (gate),tahoe_MoLFormer-XL-both-10pct_dose_gate,test_cosine_sim,0.44812282734646586,0.4441454229432213,0.4521816982103773
Tahoe,embedding,MolGen-large,tahoe_MolGen-large_dose_gate,test_cosine_sim,0.4374147032316209,0.4331555619930475,0.4415595468005665
Tahoe,dose_encoding,MolGen-large + dose (gate),tahoe_MolGen-large_dose_gate,test_cosine_sim,0.4374147032316209,0.4331555619930475,0.4415595468005665
Tahoe,embedding,Morgan_1024,tahoe_Morgan_1024_dose_gate,test_cosine_sim,0.4421578473026909,0.4375178318527102,0.4462499678125402
Tahoe,dose_encoding,Morgan_1024 + dose (concat),tahoe_Morgan_1024_dose_concat,test_cosine_sim,0.4366700053215027,0.4325280674649157,0.44062572421784474
Tahoe,dose_encoding,Morgan_1024 + dose (gate),tahoe_Morgan_1024_dose_gate,test_cosine_sim,0.4421578473026909,0.4375178318527102,0.4462499678125402
Tahoe,dose_encoding,Morgan_1024 + dose (onehot),tahoe_Morgan_1024_dose_onehot,test_cosine_sim,0.44982999563217163,0.4458102871121411,0.45365160293549633
Tahoe,embedding,Morgan_2048,tahoe_Morgan_2048_dose_gate,test_cosine_sim,0.44065147418565725,0.43634617612977983,0.4446663769795287
Tahoe,dose_encoding,Morgan_2048 + dose (gate),tahoe_Morgan_2048_dose_gate,test_cosine_sim,0.44065147418565725,0.43634617612977983,0.4446663769795287
Tahoe,embedding,Morgan_512,tahoe_Morgan_512_dose_gate,test_cosine_sim,0.4479799150251062,0.44356723960345046,0.451972930346337
Tahoe,dose_encoding,Morgan_512 + dose (gate),tahoe_Morgan_512_dose_gate,test_cosine_sim,0.4479799150251062,0.44356723960345046,0.451972930346337
Tahoe,ref_cell,PANC-1 (CVCL_0480),tahoe_CVCL_0480,test_cosine_sim,0.8098819851875305,0.807538045577443,0.8122178447276941
Tahoe,embedding,UniMolv1-84M,tahoe_unimolv1_84m_dose_gate,test_cosine_sim,0.41909875112656114,0.4145790202137247,0.4235610917986352
Tahoe,dose_encoding,UniMolv1-84M + dose (gate),tahoe_unimolv1_84m_dose_gate,test_cosine_sim,0.41909875112656114,0.4145790202137247,0.4235610917986352
Tahoe,embedding,UniMolv2-1.1B,tahoe_unimolv2_1.1B_dose_gate,test_cosine_sim,0.4052130809836488,0.40068778164027297,0.4094200141624823
Tahoe,dose_encoding,UniMolv2-1.1B + dose (concat),tahoe_unimolv2_1.1B_dose_concat,test_cosine_sim,0.33333900570869446,0.3294849040813698,0.3372257306553367
Tahoe,dose_encoding,UniMolv2-1.1B + dose (gate),tahoe_unimolv2_1.1B_dose_gate,test_cosine_sim,0.4052130809836488,0.40068778164027297,0.4094200141624823
Tahoe,dose_encoding,UniMolv2-1.1B + dose (onehot),tahoe_unimolv2_1.1B_dose_onehot,test_cosine_sim,0.37498199939727783,0.37034086519891846,0.3796420754474057
Tahoe,embedding,UniMolv2-164M,tahoe_unimolv2_164m_dose_gate,test_cosine_sim,0.431915797605253,0.4276996588129265,0.43604889275138403
Tahoe,dose_encoding,UniMolv2-164M + dose (gate),tahoe_unimolv2_164m_dose_gate,test_cosine_sim,0.431915797605253,0.4276996588129265,0.43604889275138403
Tahoe,embedding,UniMolv2-310M,tahoe_unimolv2_310m_dose_gate,test_cosine_sim,0.42195056006179993,0.4175511136861079,0.4261757113428608
Tahoe,dose_encoding,UniMolv2-310M + dose (gate),tahoe_unimolv2_310m_dose_gate,test_cosine_sim,0.42195056006179993,0.4175511136861079,0.4261757113428608
Tahoe,embedding,UniMolv2-570M,tahoe_unimolv2_570m_dose_gate,test_cosine_sim,0.4419145101068624,0.4375430346337067,0.4461404016994978
Tahoe,dose_encoding,UniMolv2-570M + dose (gate),tahoe_unimolv2_570m_dose_gate,test_cosine_sim,0.4419145101068624,0.4375430346337067,0.4461404016994978
Tahoe,embedding,UniMolv2-84M,tahoe_unimolv2_84m_dose_gate,test_cosine_sim,0.4304145744817819,0.42622682502896875,0.4347181987897515
Tahoe,dose_encoding,UniMolv2-84M + dose (gate),tahoe_unimolv2_84m_dose_gate,test_cosine_sim,0.4304145744817819,0.42622682502896875,0.4347181987897515
Tahoe,embedding,bert-base-smiles,tahoe_bert-base-smiles_dose_gate,test_cosine_sim,0.42715849105188614,0.42282853740182824,0.43164844856443924
Tahoe,dose_encoding,bert-base-smiles + dose (gate),tahoe_bert-base-smiles_dose_gate,test_cosine_sim,0.42715849105188614,0.42282853740182824,0.43164844856443924
Tahoe,holdout,cell-line holdout,tahoe_cellline_holdout,test_cosine_sim,0.6425729990005493,0.6394465858642802,0.6460069057853569
Tahoe,ablation,default,tahoe_default_config,test_cosine_sim,0.7908124114844857,0.7883776554654306,0.7930398802626497
Tahoe,ablation,delta_ref_only,tahoe_delta_ref_only,test_cosine_sim,0.6399589776992798,0.6373215205355993,0.6429254538431827
Tahoe,ablation,landmark_genes,tahoe_default_landmark_genes,test_cosine_sim,0.7926934466331917,0.790188457576928,0.7949798828376464
Tahoe,ablation,random_512,tahoe_random_512_dose_gate,test_cosine_sim,0.4381846272692159,0.43395223380970777,0.44209685206643495
Tahoe,dose_encoding,random_512 + dose (concat),tahoe_random_512_dose_concat,test_cosine_sim,0.4169420003890991,0.4129130938586326,0.42101876528904336
Tahoe,dose_encoding,random_512 + dose (gate),tahoe_random_512_dose_gate,test_cosine_sim,0.4381846272692159,0.43395223380970777,0.44209685206643495
Tahoe,dose_encoding,random_512 + dose (onehot),tahoe_random_512_dose_onehot,test_cosine_sim,0.4165849983692169,0.4126701107248616,0.42079715462855666
Tahoe,ref_cell,A-172 (CVCL_0131),tahoe_CVCL_0131,test_l2,5.204592227935791,5.143695216943478,5.263844148319815
Tahoe,ref_cell,COLO 205 (CVCL_0218),tahoe_CVCL_0218,test_l2,5.266054153442383,5.2155444789242305,5.31888363072149
Tahoe,embedding,CheMeleon,tahoe_CheMeleon_dose_gate,test_l2,7.844904081369898,7.777339255825929,7.915986288142141
Tahoe,dose_encoding,CheMeleon + dose (concat),tahoe_CheMeleon_dose_concat,test_l2,7.921327114105225,7.850816724604095,7.992928286339642
Tahoe,dose_encoding,CheMeleon + dose (gate),tahoe_CheMeleon_dose_gate,test_l2,7.844904081369898,7.777339255825929,7.915986288142141
Tahoe,dose_encoding,CheMeleon + dose (onehot),tahoe_CheMeleon_dose_onehot,test_l2,7.88886022567749,7.82007544740569,7.960564632419209
Tahoe,embedding,ChemBERTa-100M-MLM,tahoe_ChemBERTa-100M-MLM_dose_gate,test_l2,7.887490665636668,7.8185342152697315,7.957871121411098
Tahoe,dose_encoding,ChemBERTa-100M-MLM + dose (gate),tahoe_ChemBERTa-100M-MLM_dose_gate,test_l2,7.887490665636668,7.8185342152697315,7.957871121411098
Tahoe,embedding,ChemBERTa-5M-MLM,tahoe_ChemBERTa-5M-MLM_dose_gate,test_l2,7.935607055491181,7.8681917085103645,8.004735901892621
Tahoe,dose_encoding,ChemBERTa-5M-MLM + dose (gate),tahoe_ChemBERTa-5M-MLM_dose_gate,test_l2,7.935607055491181,7.8681917085103645,8.004735901892621
Tahoe,embedding,ChemBERTa-5M-MTR,tahoe_ChemBERTa-5M-MTR_dose_gate,test_l2,7.899017638727951,7.833686172267285,7.967299311188362
Tahoe,dose_encoding,ChemBERTa-5M-MTR + dose (gate),tahoe_ChemBERTa-5M-MTR_dose_gate,test_l2,7.899017638727951,7.833686172267285,7.967299311188362
Tahoe,embedding,ChemBERTa-77M-MLM,tahoe_ChemBERTa-77M-MLM_dose_gate,test_l2,7.845664992918759,7.780450012874985,7.911246234067208
Tahoe,dose_encoding,ChemBERTa-77M-MLM + dose (gate),tahoe_ChemBERTa-77M-MLM_dose_gate,test_l2,7.845664992918759,7.780450012874985,7.911246234067208
Tahoe,embedding,MoLFormer-XL,tahoe_MoLFormer-XL-both-10pct_dose_gate,test_l2,7.858587614265482,7.791904177932278,7.927112205484743
Tahoe,dose_encoding,MoLFormer-XL + dose (gate),tahoe_MoLFormer-XL-both-10pct_dose_gate,test_l2,7.858587614265482,7.791904177932278,7.927112205484743
Tahoe,embedding,MolGen-large,tahoe_MolGen-large_dose_gate,test_l2,7.903867645165444,7.838228402214496,7.967786114329857
Tahoe,dose_encoding,MolGen-large + dose (gate),tahoe_MolGen-large_dose_gate,test_l2,7.903867645165444,7.838228402214496,7.967786114329857
Tahoe,embedding,Morgan_1024,tahoe_Morgan_1024_dose_gate,test_l2,7.8773760782799025,7.808127301403372,7.9475522402472
Tahoe,dose_encoding,Morgan_1024 + dose (concat),tahoe_Morgan_1024_dose_concat,test_l2,7.92437219619751,7.85318276039655,7.997334588644264
Tahoe,dose_encoding,Morgan_1024 + dose (gate),tahoe_Morgan_1024_dose_gate,test_l2,7.8773760782799025,7.808127301403372,7.9475522402472
Tahoe,dose_encoding,Morgan_1024 + dose (onehot),tahoe_Morgan_1024_dose_onehot,test_l2,7.836585998535156,7.767411548860564,7.909964175357281
Tahoe,embedding,Morgan_2048,tahoe_Morgan_2048_dose_gate,test_l2,7.925197631002961,7.85556041586198,7.992157428865713
Tahoe,dose_encoding,Morgan_2048 + dose (gate),tahoe_Morgan_2048_dose_gate,test_l2,7.925197631002961,7.85556041586198,7.992157428865713
Tahoe,embedding,Morgan_512,tahoe_Morgan_512_dose_gate,test_l2,7.836104029869962,7.76755082399897,7.9073569267413415
Tahoe,dose_encoding,Morgan_512 + dose (gate),tahoe_Morgan_512_dose_gate,test_l2,7.836104029869962,7.76755082399897,7.9073569267413415
Tahoe,ref_cell,PANC-1 (CVCL_0480),tahoe_CVCL_0480,test_l2,5.050970077514648,4.990825447405691,5.110824771469035
Tahoe,embedding,UniMolv1-84M,tahoe_unimolv1_84m_dose_gate,test_l2,8.073460795674006,8.005731556585555,8.143875305780869
Tahoe,dose_encoding,UniMolv1-84M + dose (gate),tahoe_unimolv1_84m_dose_gate,test_l2,8.073460795674006,8.005731556585555,8.143875305780869
Tahoe,embedding,UniMolv2-1.1B,tahoe_unimolv2_1.1B_dose_gate,test_l2,8.160302562121798,8.091452426934467,8.231000997811252
Tahoe,dose_encoding,UniMolv2-1.1B + dose (concat),tahoe_unimolv2_1.1B_dose_concat,test_l2,8.377156257629395,8.305518475601906,8.456682438521952
Tahoe,dose_encoding,UniMolv2-1.1B + dose (gate),tahoe_unimolv2_1.1B_dose_gate,test_l2,8.160302562121798,8.091452426934467,8.231000997811252
Tahoe,dose_encoding,UniMolv2-1.1B + dose (onehot),tahoe_unimolv2_1.1B_dose_onehot,test_l2,8.393695831298828,8.32030082399897,8.46887244109695
Tahoe,embedding,UniMolv2-164M,tahoe_unimolv2_164m_dose_gate,test_l2,7.9999459250675935,7.931158812926484,8.06763998326252
Tahoe,dose_encoding,UniMolv2-164M + dose (gate),tahoe_unimolv2_164m_dose_gate,test_l2,7.9999459250675935,7.931158812926484,8.06763998326252
Tahoe,embedding,UniMolv2-310M,tahoe_unimolv2_310m_dose_gate,test_l2,7.98958928801339,7.918220258787177,8.060394553881808
Tahoe,dose_encoding,UniMolv2-310M + dose (gate),tahoe_unimolv2_310m_dose_gate,test_l2,7.98958928801339,7.918220258787177,8.060394553881808
Tahoe,embedding,UniMolv2-570M,tahoe_unimolv2_570m_dose_gate,test_l2,7.869003476245655,7.799467780352774,7.940313988670015
Tahoe,dose_encoding,UniMolv2-570M + dose (gate),tahoe_unimolv2_570m_dose_gate,test_l2,7.869003476245655,7.799467780352774,7.940313988670015
Tahoe,embedding,UniMolv2-84M,tahoe_unimolv2_84m_dose_gate,test_l2,8.020786661516672,7.952316788979013,8.090793453070685
Tahoe,dose_encoding,UniMolv2-84M + dose (gate),tahoe_unimolv2_84m_dose_gate,test_l2,8.020786661516672,7.952316788979013,8.090793453070685
Tahoe,embedding,bert-base-smiles,tahoe_bert-base-smiles_dose_gate,test_l2,7.992613621732973,7.925130423586971,8.062920786661518
Tahoe,dose_encoding,bert-base-smiles + dose (gate),tahoe_bert-base-smiles_dose_gate,test_l2,7.992613621732973,7.925130423586971,8.062920786661518
Tahoe,holdout,cell-line holdout,tahoe_cellline_holdout,test_l2,7.058465003967285,6.991110615883306,7.12911815587344
Tahoe,ablation,default,tahoe_default_config,test_l2,5.29209475988155,5.2341430088837395,5.352024398094502
Tahoe,ablation,delta_ref_only,tahoe_delta_ref_only,test_l2,6.6983442306518555,6.6334761812797725,6.770563859920176
Tahoe,ablation,landmark_genes,tahoe_default_landmark_genes,test_l2,1.613548345564568,1.5956297476503156,1.6318365198918503
Tahoe,ablation,random_512,tahoe_random_512_dose_gate,test_l2,7.889656237929702,7.819996040942449,7.959624147032317
Tahoe,dose_encoding,random_512 + dose (concat),tahoe_random_512_dose_concat,test_l2,7.969974040985107,7.894954197244753,8.046579148963565
Tahoe,dose_encoding,random_512 + dose (gate),tahoe_random_512_dose_gate,test_l2,7.889656237929702,7.819996040942449,7.959624147032317
Tahoe,dose_encoding,random_512 + dose (onehot),tahoe_random_512_dose_onehot,test_l2,7.977582931518555,7.903665153856057,8.053789751512811
Tahoe,ref_cell,A-172 (CVCL_0131),tahoe_CVCL_0131,test_pearson,0.7966269850730896,0.7942481331273334,0.7991093086133643
Tahoe,ref_cell,COLO 205 (CVCL_0218),tahoe_CVCL_0218,test_pearson,0.7851020097732544,0.7827784781484355,0.7873865722782519
Tahoe,embedding,CheMeleon,tahoe_CheMeleon_dose_gate,test_pearson,0.4471430410711987,0.4430254924681345,0.45111185142268573
Tahoe,dose_encoding,CheMeleon + dose (concat),tahoe_CheMeleon_dose_concat,test_pearson,0.4352859854698181,0.43105948242564696,0.4395072421784473
Tahoe,dose_encoding,CheMeleon + dose (gate),tahoe_CheMeleon_dose_gate,test_pearson,0.4471430410711987,0.4430254924681345,0.45111185142268573
Tahoe,dose_encoding,CheMeleon + dose (onehot),tahoe_CheMeleon_dose_onehot,test_pearson,0.4401629865169525,0.436092989571263,0.44432432084459894
Tahoe,embedding,ChemBERTa-100M-MLM,tahoe_ChemBERTa-100M-MLM_dose_gate,test_pearson,0.4416685979142526,0.4375626046092443,0.44560341830822714
Tahoe,dose_encoding,ChemBERTa-100M-MLM + dose (gate),tahoe_ChemBERTa-100M-MLM_dose_gate,test_pearson,0.4416685979142526,0.4375626046092443,0.44560341830822714
Tahoe,embedding,ChemBERTa-5M-MLM,tahoe_ChemBERTa-5M-MLM_dose_gate,test_pearson,0.4345860692674134,0.4302043903695121,0.438282831208961
Tahoe,dose_encoding,ChemBERTa-5M-MLM + dose (gate),tahoe_ChemBERTa-5M-MLM_dose_gate,test_pearson,0.4345860692674134,0.4302043903695121,0.438282831208961
Tahoe,embedding,ChemBERTa-5M-MTR,tahoe_ChemBERTa-5M-MTR_dose_gate,test_pearson,0.4468997038753702,0.4427833462083172,0.4508498776876529
Tahoe,dose_encoding,ChemBERTa-5M-MTR + dose (gate),tahoe_ChemBERTa-5M-MTR_dose_gate,test_pearson,0.4468997038753702,0.4427833462083172,0.4508498776876529
Tahoe,embedding,ChemBERTa-77M-MLM,tahoe_ChemBERTa-77M-MLM_dose_gate,test_pearson,0.4506051242435947,0.44664963950045067,0.4544592828633965
Tahoe,dose_encoding,ChemBERTa-77M-MLM + dose (gate),tahoe_ChemBERTa-77M-MLM_dose_gate,test_pearson,0.4506051242435947,0.44664963950045067,0.4544592828633965
Tahoe,embedding,MoLFormer-XL,tahoe_MoLFormer-XL-both-10pct_dose_gate,test_pearson,0.4484807518990601,0.44452645809192737,0.4525402665121669
Tahoe,dose_encoding,MoLFormer-XL + dose (gate),tahoe_MoLFormer-XL-both-10pct_dose_gate,test_pearson,0.4484807518990601,0.44452645809192737,0.4525402665121669
Tahoe,embedding,MolGen-large,tahoe_MolGen-large_dose_gate,test_pearson,0.4377932277584653,0.43354535213080986,0.4418834492081885
Tahoe,dose_encoding,MolGen-large + dose (gate),tahoe_MolGen-large_dose_gate,test_pearson,0.4377932277584653,0.43354535213080986,0.4418834492081885
Tahoe,embedding,Morgan_1024,tahoe_Morgan_1024_dose_gate,test_pearson,0.4424552594309257,0.43779802368997034,0.44649246813441484
Tahoe,dose_encoding,Morgan_1024 + dose (concat),tahoe_Morgan_1024_dose_concat,test_pearson,0.4370169937610626,0.4329713209733488,0.4410166731041586
Tahoe,dose_encoding,Morgan_1024 + dose (gate),tahoe_Morgan_1024_dose_gate,test_pearson,0.4424552594309257,0.43779802368997034,0.44649246813441484
Tahoe,dose_encoding,Morgan_1024 + dose (onehot),tahoe_Morgan_1024_dose_onehot,test_pearson,0.45017099380493164,0.4462119544225569,0.45405893523883095
Tahoe,embedding,Morgan_2048,tahoe_Morgan_2048_dose_gate,test_pearson,0.44088579889275137,0.4366081820522725,0.4448996395004506
Tahoe,dose_encoding,Morgan_2048 + dose (gate),tahoe_Morgan_2048_dose_gate,test_pearson,0.44088579889275137,0.4366081820522725,0.4448996395004506
Tahoe,embedding,Morgan_512,tahoe_Morgan_512_dose_gate,test_pearson,0.44825672717909104,0.44385232393459506,0.45218919788850265
Tahoe,dose_encoding,Morgan_512 + dose (gate),tahoe_Morgan_512_dose_gate,test_pearson,0.44825672717909104,0.44385232393459506,0.45218919788850265
Tahoe,ref_cell,PANC-1 (CVCL_0480),tahoe_CVCL_0480,test_pearson,0.8097950220108032,0.8074519763100296,0.8121381163898546
Tahoe,embedding,UniMolv1-84M,tahoe_unimolv1_84m_dose_gate,test_pearson,0.4195017381228273,0.4149655916055105,0.42395010943736317
Tahoe,dose_encoding,UniMolv1-84M + dose (gate),tahoe_unimolv1_84m_dose_gate,test_pearson,0.4195017381228273,0.4149655916055105,0.42395010943736317
Tahoe,embedding,UniMolv2-1.1B,tahoe_unimolv2_1.1B_dose_gate,test_pearson,0.4057293678382902,0.40119631131711087,0.4099550984936269
Tahoe,dose_encoding,UniMolv2-1.1B + dose (concat),tahoe_unimolv2_1.1B_dose_concat,test_pearson,0.33366501331329346,0.32981460023174974,0.33761577829277717
Tahoe,dose_encoding,UniMolv2-1.1B + dose (gate),tahoe_unimolv2_1.1B_dose_gate,test_pearson,0.4057293678382902,0.40119631131711087,0.4099550984936269
Tahoe,dose_encoding,UniMolv2-1.1B + dose (onehot),tahoe_unimolv2_1.1B_dose_onehot,test_pearson,0.3754439949989319,0.3708289558388052,0.3801122054847431
Tahoe,embedding,UniMolv2-164M,tahoe_unimolv2_164m_dose_gate,test_pearson,0.43216814728981584,0.42795777005278746,0.4362857924552595
Tahoe,dose_encoding,UniMolv2-164M + dose (gate),tahoe_unimolv2_164m_dose_gate,test_pearson,0.43216814728981584,0.42795777005278746,0.4362857924552595
Tahoe,embedding,UniMolv2-310M,tahoe_unimolv2_310m_dose_gate,test_pearson,0.4222106347367066,0.4177941933822583,0.426430764774044
Tahoe,dose_encoding,UniMolv2-310M + dose (gate),tahoe_unimolv2_310m_dose_gate,test_pearson,0.4222106347367066,0.4177941933822583,0.426430764774044
Tahoe,embedding,UniMolv2-570M,tahoe_unimolv2_570m_dose_gate,test_pearson,0.4422518346852066,0.43792481009398737,0.44647396034504955
Tahoe,dose_encoding,UniMolv2-570M + dose (gate),tahoe_unimolv2_570m_dose_gate,test_pearson,0.4422518346852066,0.43792481009398737,0.44647396034504955
Tahoe,embedding,UniMolv2-84M,tahoe_unimolv2_84m_dose_gate,test_pearson,0.4307106991116261,0.4265184434144457,0.4350042809321488
Tahoe,dose_encoding,UniMolv2-84M + dose (gate),tahoe_unimolv2_84m_dose_gate,test_pearson,0.4307106991116261,0.4265184434144457,0.4350042809321488
Tahoe,embedding,bert-base-smiles,tahoe_bert-base-smiles_dose_gate,test_pearson,0.4274584781769023,0.42309337582078027,0.4319546156817304
Tahoe,dose_encoding,bert-base-smiles + dose (gate),tahoe_bert-base-smiles_dose_gate,test_pearson,0.4274584781769023,0.42309337582078027,0.4319546156817304
