dataset,category,label,exp_key,metric,estimate,ci_lo,ci_hi
Tahoe,holdout,cell-line holdout,tahoe_cellline_holdout,test_pearson,0.6424570083618164,0.6393403213304206,0.6458735289972518
Tahoe,ablation,default,tahoe_default_config,test_pearson,0.7907055491180636,0.7883077764902794,0.7929535534955582
Tahoe,ablation,delta_ref_only,tahoe_delta_ref_only,test_pearson,0.6398119926452637,0.6371840800823998,0.6427442384447021
Tahoe,ablation,landmark_genes,tahoe_default_landmark_genes,test_pearson,0.7921629972962533,0.7896365713917857,0.7944692609759237
Tahoe,ablation,random_512,tahoe_random_512_dose_gate,test_pearson,0.43851422685721647,0.4343056843053946,0.4424072679284151
Tahoe,dose_encoding,random_512 + dose (concat),tahoe_random_512_dose_concat,test_pearson,0.4173260033130646,0.4133608214239733,0.42140044418694483
Tahoe,dose_encoding,random_512 + dose (gate),tahoe_random_512_dose_gate,test_pearson,0.43851422685721647,0.4343056843053946,0.4424072679284151
Tahoe,dose_encoding,random_512 + dose (onehot),tahoe_random_512_dose_onehot,test_pearson,0.4169360101222992,0.4129916312604609,0.421068816788979
Tahoe,ref_cell,A-172 (CVCL_0131),tahoe_CVCL_0131,test_spearman,0.636679,0.6345766705291619,0.6390847495815629
Tahoe,ref_cell,COLO 205 (CVCL_0218),tahoe_CVCL_0218,test_spearman,0.625091,0.6230753814326351,0.627229764675459
Tahoe,embedding,CheMeleon,tahoe_CheMeleon_dose_gate,test_spearman,0.33333848332689586,0.33042345822067715,0.33617519634350457
Tahoe,dose_encoding,CheMeleon + dose (concat),tahoe_CheMeleon_dose_concat,test_spearman,0.321889,0.31882184241019695,0.3248953585683018
Tahoe,dose_encoding,CheMeleon + dose (gate),tahoe_CheMeleon_dose_gate,test_spearman,0.33333848332689586,0.33042345822067715,0.33617519634350457
Tahoe,dose_encoding,CheMeleon + dose (onehot),tahoe_CheMeleon_dose_onehot,test_spearman,0.323385,0.32030735805330246,0.32641309385863265
Tahoe,embedding,ChemBERTa-100M-MLM,tahoe_ChemBERTa-100M-MLM_dose_gate,test_spearman,0.32748551564310546,0.3244782734646582,0.33038673232908455
Tahoe,dose_encoding,ChemBERTa-100M-MLM + dose (gate),tahoe_ChemBERTa-100M-MLM_dose_gate,test_spearman,0.32748551564310546,0.3244782734646582,0.33038673232908455
Tahoe,embedding,ChemBERTa-5M-MLM,tahoe_ChemBERTa-5M-MLM_dose_gate,test_spearman,0.32273850907686363,0.3196315179606026,0.32551882966396295
Tahoe,dose_encoding,ChemBERTa-5M-MLM + dose (gate),tahoe_ChemBERTa-5M-MLM_dose_gate,test_spearman,0.32273850907686363,0.3196315179606026,0.32551882966396295
Tahoe,embedding,ChemBERTa-5M-MTR,tahoe_ChemBERTa-5M-MTR_dose_gate,test_spearman,0.3328775589030514,0.3298023689970388,0.3359469872537659
Tahoe,dose_encoding,ChemBERTa-5M-MTR + dose (gate),tahoe_ChemBERTa-5M-MTR_dose_gate,test_spearman,0.3328775589030514,0.3298023689970388,0.3359469872537659
Tahoe,embedding,ChemBERTa-77M-MLM,tahoe_ChemBERTa-77M-MLM_dose_gate,test_spearman,0.34133771082786146,0.33842120509849366,0.344179251963435
Tahoe,dose_encoding,ChemBERTa-77M-MLM + dose (gate),tahoe_ChemBERTa-77M-MLM_dose_gate,test_spearman,0.34133771082786146,0.33842120509849366,0.344179251963435
Tahoe,embedding,MoLFormer-XL,tahoe_MoLFormer-XL-both-10pct_dose_gate,test_spearman,0.33215784730269093,0.32915060512424354,0.3351837582078022
Tahoe,dose_encoding,MoLFormer-XL + dose (gate),tahoe_MoLFormer-XL-both-10pct_dose_gate,test_spearman,0.33215784730269093,0.32915060512424354,0.3351837582078022
Tahoe,embedding,MolGen-large,tahoe_MolGen-large_dose_gate,test_spearman,0.32448950688811645,0.3214177932277585,0.3274340478949401
Tahoe,dose_encoding,MolGen-large + dose (gate),tahoe_MolGen-large_dose_gate,test_spearman,0.32448950688811645,0.3214177932277585,0.3274340478949401
Tahoe,embedding,Morgan_1024,tahoe_Morgan_1024_dose_gate,test_spearman,0.3306038367452041,0.32735354705806613,0.33350386249517183
Tahoe,dose_encoding,Morgan_1024 + dose (concat),tahoe_Morgan_1024_dose_concat,test_spearman,0.322136,0.3194033732457835,0.32498963563795547
Tahoe,dose_encoding,Morgan_1024 + dose (gate),tahoe_Morgan_1024_dose_gate,test_spearman,0.3306038367452041,0.32735354705806613,0.33350386249517183
Tahoe,dose_encoding,Morgan_1024 + dose (onehot),tahoe_Morgan_1024_dose_onehot,test_spearman,0.334802,0.3319755375305781,0.3376929638212952
Tahoe,embedding,Morgan_2048,tahoe_Morgan_2048_dose_gate,test_spearman,0.33013261233423463,0.3269608278614652,0.3329168919788851
Tahoe,dose_encoding,Morgan_2048 + dose (gate),tahoe_Morgan_2048_dose_gate,test_spearman,0.33013261233423463,0.3269608278614652,0.3329168919788851
Tahoe,embedding,Morgan_512,tahoe_Morgan_512_dose_gate,test_spearman,0.33594438006952493,0.3327796446504442,0.3389278679026651
Tahoe,dose_encoding,Morgan_512 + dose (gate),tahoe_Morgan_512_dose_gate,test_spearman,0.33594438006952493,0.3327796446504442,0.3389278679026651
Tahoe,ref_cell,PANC-1 (CVCL_0480),tahoe_CVCL_0480,test_spearman,0.653673,0.6515212759109053,0.6557525749967814
Tahoe,embedding,UniMolv1-84M,tahoe_unimolv1_84m_dose_gate,test_spearman,0.3092790009012489,0.3060236577829278,0.312427063216171
Tahoe,dose_encoding,UniMolv1-84M + dose (gate),tahoe_unimolv1_84m_dose_gate,test_spearman,0.3092790009012489,0.3060236577829278,0.312427063216171
Tahoe,embedding,UniMolv2-1.1B,tahoe_unimolv2_1.1B_dose_gate,test_spearman,0.2954177932277584,0.2921517638727951,0.29852803527745597
Tahoe,dose_encoding,UniMolv2-1.1B + dose (concat),tahoe_unimolv2_1.1B_dose_concat,test_spearman,0.239435,0.23652835715205356,0.24233442770696537
Tahoe,dose_encoding,UniMolv2-1.1B + dose (gate),tahoe_unimolv2_1.1B_dose_gate,test_spearman,0.2954177932277584,0.2921517638727951,0.29852803527745597
Tahoe,dose_encoding,UniMolv2-1.1B + dose (onehot),tahoe_unimolv2_1.1B_dose_onehot,test_spearman,0.271824,0.2683952298184627,0.2753614973606283
Tahoe,embedding,UniMolv2-164M,tahoe_unimolv2_164m_dose_gate,test_spearman,0.3223561220548474,0.3191642526071843,0.3251960216299729
Tahoe,dose_encoding,UniMolv2-164M + dose (gate),tahoe_unimolv2_164m_dose_gate,test_spearman,0.3223561220548474,0.3191642526071843,0.3251960216299729
Tahoe,embedding,UniMolv2-310M,tahoe_unimolv2_310m_dose_gate,test_spearman,0.3107094116132355,0.3075767992790009,0.3135655980430025
Tahoe,dose_encoding,UniMolv2-310M + dose (gate),tahoe_unimolv2_310m_dose_gate,test_spearman,0.3107094116132355,0.3075767992790009,0.3135655980430025
Tahoe,embedding,UniMolv2-570M,tahoe_unimolv2_570m_dose_gate,test_spearman,0.33187717265353417,0.3287361593923007,0.33503901120123597
Tahoe,dose_encoding,UniMolv2-570M + dose (gate),tahoe_unimolv2_570m_dose_gate,test_spearman,0.33187717265353417,0.3287361593923007,0.33503901120123597
Tahoe,embedding,UniMolv2-84M,tahoe_unimolv2_84m_dose_gate,test_spearman,0.32351487060641176,0.3204972640659199,0.3264223638470452
Tahoe,dose_encoding,UniMolv2-84M + dose (gate),tahoe_unimolv2_84m_dose_gate,test_spearman,0.32351487060641176,0.3204972640659199,0.3264223638470452
Tahoe,embedding,bert-base-smiles,tahoe_bert-base-smiles_dose_gate,test_spearman,0.31748551564310545,0.3143516801853998,0.3205641817947728
Tahoe,dose_encoding,bert-base-smiles + dose (gate),tahoe_bert-base-smiles_dose_gate,test_spearman,0.31748551564310545,0.3143516801853998,0.3205641817947728
Tahoe,holdout,cell-line holdout,tahoe_cellline_holdout,test_spearman,0.485191,0.482174459164259,0.48832379677260235
Tahoe,ablation,default,tahoe_default_config,test_spearman,0.628236127204841,0.6259958156302305,0.6303450817561479
Tahoe,ablation,delta_ref_only,tahoe_delta_ref_only,test_spearman,0.479116,0.4768479464400669,0.4817411162611047
Tahoe,ablation,landmark_genes,tahoe_default_landmark_genes,test_spearman,0.7132367709540361,0.7107684756019055,0.7155285502768122
Tahoe,ablation,random_512,tahoe_random_512_dose_gate,test_spearman,0.32609244238444707,0.32300160937298833,0.32889954293807133
Tahoe,dose_encoding,random_512 + dose (concat),tahoe_random_512_dose_concat,test_spearman,0.29853,0.29574980687524144,0.30130516930603846
Tahoe,dose_encoding,random_512 + dose (gate),tahoe_random_512_dose_gate,test_spearman,0.32609244238444707,0.32300160937298833,0.32889954293807133
Tahoe,dose_encoding,random_512 + dose (onehot),tahoe_random_512_dose_onehot,test_spearman,0.29744,0.2945603192996009,0.30023957126303596
