collection,pathway,target_nes,target_fdr_q,prediction_nes,prediction_fdr_q,reference_nes,reference_fdr_q,target_fdr_class
reactome,Glucagon-type Ligand Receptors R-HSA-420092,-1.0111280875357669,0.6731603875327097,-0.8041041258442134,0.9221724417430438,-1.1520180833579408,0.6020663798379147,q > 0.25
reactome,Fatty acyl-CoA Biosynthesis R-HSA-75105,-1.010881435966922,0.6725434320514763,-0.8580871290747574,0.8860124216356102,0.8819912910045963,0.9214746769029116,q > 0.25
reactome,Macroautophagy R-HSA-1632852,1.0108311747038057,1.0,0.9702384354762248,1.0,-1.4533625898088611,0.2768139730737241,q > 0.25
reactome,Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382,-1.010748724977373,0.67165959725902,-0.8079821058486546,0.9231167141420208,0.7739636627042803,0.9735909912816244,q > 0.25
reactome,Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361,-1.0106008815011522,0.6708066542718789,0.7318100573933843,1.0,1.2697688033083272,0.5568764015287828,q > 0.25
reactome,Translocation Of SLC2A4 (GLUT4) To Plasma Membrane R-HSA-1445148,-1.0093129507358,0.672921266627933,0.9195550914162512,1.0,-0.8383461467293271,0.8821375877949411,q > 0.25
reactome,IRS-related Events Triggered By IGF1R R-HSA-2428928,1.0084906246941607,1.0,-0.8430651401634609,0.8985242633836235,-0.7197504134128908,0.9759211732077172,q > 0.25
reactome,Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,-1.007327548446747,0.6767843852638586,-0.7976941129544255,0.9256281806431756,-1.316795820458854,0.4524890927180198,q > 0.25
reactome,Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,1.0063713015762208,1.0,1.2385189793318483,1.0,-1.152680060624567,0.6060193837191113,q > 0.25
reactome,Assembly Of Pre-Replicative Complex R-HSA-68867,-1.0059650047053403,0.6790365982759479,-0.7621332498229314,0.9382802691938934,-0.99388394961216,0.7199029944717441,q > 0.25
reactome,Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399,-1.004309268523872,0.6820919872284349,-0.9136283766872464,0.8838587446194885,-0.9674098073966908,0.7480552174365037,q > 0.25
reactome,Apoptosis R-HSA-109581,-1.0032582685699525,0.6835690490684408,-0.791475738536521,0.926987717056633,1.0075990132860333,0.8524932466565579,q > 0.25
