lincs_position,gene_id,gene_symbol,ensembl_id
707,11232,POLG2,ENSG00000256525
708,11261,CHP1,ENSG00000187446
709,11284,PNKP,ENSG00000039650
710,11319,ECD,ENSG00000122882
711,11325,DDX42,ENSG00000198231
712,11344,TWF2,ENSG00000247596
713,22794,CASC3,ENSG00000108349
714,22796,COG2,ENSG00000135775
715,22809,ATF5,ENSG00000169136
716,22823,MTF2,ENSG00000143033
717,22827,PUF60,ENSG00000179950
718,22841,RAB11FIP2,ENSG00000107560
719,22883,CLSTN1,ENSG00000171603
720,22887,FOXJ3,ENSG00000198815
721,22889,KHDC4,ENSG00000132680
722,22905,EPN2,ENSG00000072134
723,22908,SACM1L,ENSG00000211456
724,22926,ATF6,ENSG00000118217
725,22934,RPIA,ENSG00000153574
726,23011,RAB21,ENSG00000080371
727,23013,SPEN,ENSG00000065526
728,23014,FBXO21,ENSG00000135108
729,23029,RBM34,ENSG00000188739
730,23038,WDTC1,ENSG00000142784
731,23039,XPO7,ENSG00000130227
732,23061,TBC1D9B,ENSG00000197226
733,23076,RRP1B,ENSG00000160208
734,23077,MYCBP2,ENSG00000005810
735,23097,CDK19,ENSG00000155111
736,23131,GPATCH8,ENSG00000186566
737,23139,MAST2,ENSG00000086015
738,23142,DCUN1D4,ENSG00000109184
739,23149,FCHO1,ENSG00000130475
740,23161,SNX13,ENSG00000071189
741,23200,ATP11B,ENSG00000058063
742,23210,JMJD6,ENSG00000070495
743,23212,RRS1,ENSG00000179041
744,23223,RRP12,ENSG00000052749
745,23224,SYNE2,ENSG00000054654
746,23244,PDS5A,ENSG00000121892
747,23271,CAMSAP2,ENSG00000118200
748,23300,ATMIN,ENSG00000166454
749,23321,TRIM2,ENSG00000109654
750,23325,WASHC4,ENSG00000136051
751,23326,USP22,ENSG00000124422
752,23335,WDR7,ENSG00000091157
753,23338,JADE2,ENSG00000043143
754,23365,ARHGEF12,ENSG00000196914
755,23368,PPP1R13B,ENSG00000088808
756,23378,RRP8,ENSG00000132275
757,23386,NUDCD3,ENSG00000015676
758,23410,SIRT3,ENSG00000142082
759,23443,SLC35A3,ENSG00000117620
760,23463,ICMT,ENSG00000116237
761,23499,MACF1,ENSG00000127603
762,23512,SUZ12,ENSG00000178691
763,23522,KAT6B,ENSG00000156650
764,23530,NNT,ENSG00000112992
765,23536,ADAT1,ENSG00000065457
766,23585,TMEM50A,ENSG00000183726
767,23588,KLHDC2,ENSG00000165516
768,23597,ACOT9,ENSG00000123130
769,23635,SSBP2,ENSG00000145687
770,23636,NUP62,ENSG00000213024
771,23647,ARFIP2,ENSG00000132254
772,23658,LSM5,ENSG00000106355
773,23659,PLA2G15,ENSG00000103066
774,23670,CEMIP2,ENSG00000135048
775,24149,ZNF318,ENSG00000171467
776,25793,FBXO7,ENSG00000100225
777,25803,SPDEF,ENSG00000124664
778,25805,BAMBI,ENSG00000095739
779,25825,BACE2,ENSG00000182240
780,25839,COG4,ENSG00000103051
781,25874,MPC2,ENSG00000143158
782,25932,CLIC4,ENSG00000169504
783,25966,C2CD2,ENSG00000157617
784,25976,TIPARP,ENSG00000163659
785,25987,TSKU,ENSG00000182704
786,26001,RNF167,ENSG00000108523
787,26020,LRP10,ENSG00000197324
788,26036,ZNF451,ENSG00000112200
789,26054,SENP6,ENSG00000112701
790,26064,RAI14,ENSG00000039560
791,26128,KIF1BP,ENSG00000198954
792,26136,TES,ENSG00000135269
793,26227,PHGDH,ENSG00000092621
794,26292,MYCBP,ENSG00000214114
795,26511,CHIC2,ENSG00000109220
796,26520,TIMM9,ENSG00000100575
797,26993,AKAP8L,ENSG00000011243
798,27032,ATP2C1,ENSG00000017260
799,27095,TRAPPC3,ENSG00000054116
800,27109,DMAC2L,ENSG00000125375
801,27242,TNFRSF21,ENSG00000146072
802,27244,SESN1,ENSG00000080546
803,27336,HTATSF1,ENSG00000102241
804,27346,TMEM97,ENSG00000109084
805,28969,BZW2,ENSG00000136261
806,29082,CHMP4A,ENSG00000254505
807,29083,GTPBP8,ENSG00000163607
808,29103,DNAJC15,ENSG00000120675
809,29763,PACSIN3,ENSG00000165912
810,29890,RBM15B,ENSG00000259956
811,29911,HOOK2,ENSG00000095066
812,29916,SNX11,ENSG00000002919
813,29928,TIMM22,ENSG00000177370
814,29937,NENF,ENSG00000117691
815,29978,UBQLN2,ENSG00000188021
816,30001,ERO1A,ENSG00000197930
817,30836,DNTTIP2,ENSG00000067334
818,30849,PIK3R4,ENSG00000196455
819,50810,HDGFL3,ENSG00000166503
820,50813,COPS7A,ENSG00000111652
821,50814,NSDHL,ENSG00000147383
822,50865,HEBP1,ENSG00000013583
823,51001,MTERF3,ENSG00000156469
824,51005,AMDHD2,ENSG00000162066
825,51015,ISOC1,ENSG00000066583
826,51021,MRPS16,ENSG00000182180
827,51024,FIS1,ENSG00000214253
828,51026,GOLT1B,ENSG00000111711
829,51031,GLOD4,ENSG00000167699
830,51053,GMNN,ENSG00000112312
831,51056,LAP3,ENSG00000002549
832,51070,NOSIP,ENSG00000142546
833,51071,DERA,ENSG00000023697
834,51097,SCCPDH,ENSG00000143653
835,51116,MRPS2,ENSG00000122140
836,51160,VPS28,ENSG00000160948
837,51170,HSD17B11,ENSG00000198189
838,51203,NUSAP1,ENSG00000137804
839,51282,SCAND1,ENSG00000171222
840,51293,CD320,ENSG00000167775
841,51335,NGRN,ENSG00000182768
842,51375,SNX7,ENSG00000162627
843,51382,ATP6V1D,ENSG00000100554
844,51385,ZNF589,ENSG00000164048
845,51422,PRKAG2,ENSG00000106617
846,51465,UBE2J1,ENSG00000198833
847,51466,EVL,ENSG00000196405
848,51495,HACD3,ENSG00000074696
849,51569,UFM1,ENSG00000120686
850,51599,LSR,ENSG00000105699
851,51635,DHRS7,ENSG00000100612
852,51719,CAB39,ENSG00000135932
853,51742,ARID4B,ENSG00000054267
854,53343,NUDT9,ENSG00000170502
855,54205,CYCS,ENSG00000172115
856,54386,TERF2IP,ENSG00000166848
857,54438,GFOD1,ENSG00000145990
858,54442,KCTD5,ENSG00000167977
859,54499,TMCO1,ENSG00000143183
860,54505,DHX29,ENSG00000067248
861,54512,EXOSC4,ENSG00000178896
862,54541,DDIT4,ENSG00000168209
863,54623,PAF1,ENSG00000006712
864,54681,P4HTM,ENSG00000178467
865,54733,SLC35F2,ENSG00000110660
866,54807,ZNF586,ENSG00000083828
867,54850,FBXL12,ENSG00000127452
868,54881,TEX10,ENSG00000136891
869,54915,YTHDF1,ENSG00000149658
870,54957,TXNL4B,ENSG00000140830
871,55008,HERC6,ENSG00000138642
872,55011,PIH1D1,ENSG00000104872
873,55012,PPP2R3C,ENSG00000092020
874,55033,FKBP14,ENSG00000106080
875,55038,CDCA4,ENSG00000170779
876,55111,PLEKHJ1,ENSG00000104886
877,55127,HEATR1,ENSG00000119285
878,55129,ANO10,ENSG00000160746
879,55148,UBR7,ENSG00000012963
880,55179,FAIM,ENSG00000158234
881,55256,ADI1,ENSG00000182551
882,55324,ABCF3,ENSG00000161204
883,55556,ENOSF1,ENSG00000132199
884,55604,CARMIL1,ENSG00000079691
885,55608,ANKRD10,ENSG00000088448
886,55620,STAP2,ENSG00000178078
887,55699,IARS2,ENSG00000067704
888,55746,NUP133,ENSG00000069248
889,55748,CNDP2,ENSG00000133313
890,55793,MINDY1,ENSG00000143409
891,55818,KDM3A,ENSG00000115548
892,55825,PECR,ENSG00000115425
893,55837,EAPP,ENSG00000129518
894,55847,CISD1,ENSG00000122873
895,55893,ZNF395,ENSG00000186918
896,55958,KLHL9,ENSG00000198642
897,56654,NPDC1,ENSG00000107281
898,56889,TM9SF3,ENSG00000077147
899,56924,PAK6,ENSG00000137843
900,56940,DUSP22,ENSG00000112679
901,56997,COQ8A,ENSG00000163050
902,57019,CIAPIN1,ENSG00000005194
903,57048,PLSCR3,ENSG00000187838
904,57147,SCYL3,ENSG00000000457
905,57149,LYRM1,ENSG00000102897
906,57178,ZMIZ1,ENSG00000108175
907,57192,MCOLN1,ENSG00000090674
908,57215,THAP11,ENSG00000168286
909,57406,ABHD6,ENSG00000163686
910,57761,TRIB3,ENSG00000101255
911,57804,POLD4,ENSG00000175482
912,58472,SQOR,ENSG00000137767
913,58478,ENOPH1,ENSG00000145293
914,58497,PRUNE1,ENSG00000143363
915,58533,SNX6,ENSG00000129515
916,60493,FASTKD5,ENSG00000215251
917,60528,ELAC2,ENSG00000006744
918,63874,ABHD4,ENSG00000100439
919,63933,MCUR1,ENSG00000050393
920,64080,RBKS,ENSG00000171174
921,64422,ATG3,ENSG00000144848
922,64428,CIAO3,ENSG00000103245
923,64429,ZDHHC6,ENSG00000023041
924,64746,ACBD3,ENSG00000182827
925,64781,CERK,ENSG00000100422
926,64943,NT5DC2,ENSG00000168268
927,65057,ACD,ENSG00000102977
928,65123,INTS3,ENSG00000143624
929,66008,TRAK2,ENSG00000115993
930,79006,METRN,ENSG00000103260
931,79071,ELOVL6,ENSG00000170522
932,79073,TMEM109,ENSG00000110108
933,79080,CCDC86,ENSG00000110104
934,79090,TRAPPC6A,ENSG00000007255
935,79094,CHAC1,ENSG00000128965
936,79143,MBOAT7,ENSG00000125505
937,79170,PRR15L,ENSG00000167183
938,79174,CRELD2,ENSG00000184164
939,79187,FSD1,ENSG00000105255
940,79600,TCTN1,ENSG00000204852
941,79643,CHMP6,ENSG00000176108
942,79716,NPEPL1,ENSG00000215440
943,79850,FAM57A,ENSG00000167695
944,79902,NUP85,ENSG00000125450
945,79921,TCEAL4,ENSG00000133142
946,79947,DHDDS,ENSG00000117682
947,79961,DENND2D,ENSG00000162777
948,80204,FBXO11,ENSG00000138081
949,80212,CCDC92,ENSG00000119242
950,80347,COASY,ENSG00000068120
951,80349,WDR61,ENSG00000140395
952,80746,TSEN2,ENSG00000154743
953,80758,PRR7,ENSG00000131188
954,81533,ITFG1,ENSG00000129636
955,81544,GDPD5,ENSG00000158555
956,83743,GRWD1,ENSG00000105447
957,84159,ARID5B,ENSG00000150347
958,84617,TUBB6,ENSG00000176014
959,84722,PSRC1,ENSG00000134222
960,84890,ADO,ENSG00000181915
961,85236,HIST1H2BK,ENSG00000197903
962,85377,MICALL1,ENSG00000100139
963,89910,UBE3B,ENSG00000151148
964,90861,JPT2,ENSG00000206053
965,91137,SLC25A46,ENSG00000164209
966,91949,COG7,ENSG00000168434
967,93487,MAPK1IP1L,ENSG00000168175
968,93594,TBC1D31,ENSG00000156787
969,94239,H2AFV,ENSG00000105968
970,116832,RPL39L,ENSG00000163923
971,124583,CANT1,ENSG00000171302
972,147179,WIPF2,ENSG00000171475
973,148022,TICAM1,ENSG00000127666
974,200081,TXLNA,ENSG00000084652
975,200734,SPRED2,ENSG00000198369
976,256364,EML3,ENSG00000149499
977,375346,STIMATE,ENSG00000213533
978,388650,DIPK1A,ENSG00000154511
