gene_symbol,ensembl_id,token_id
DFFB,ENSG00000169598,12618
RFNG,ENSG00000169733,12650
CRTAP,ENSG00000170275,12769
CDK1,ENSG00000170312,12779
FOS,ENSG00000170345,12786
TMED10,ENSG00000170348,12787
NUDT9,ENSG00000170502,12832
ELOVL6,ENSG00000170522,12836
HSPA4,ENSG00000170606,12853
CDCA4,ENSG00000170779,12883
FEZ2,ENSG00000171055,12955
RBKS,ENSG00000171174,12987
SCAND1,ENSG00000171222,13000
GAA,ENSG00000171298,13012
CANT1,ENSG00000171302,13013
PGAM1,ENSG00000171314,13018
POLR1C,ENSG00000171453,13047
ZNF318,ENSG00000171467,13052
WIPF2,ENSG00000171475,13054
CLSTN1,ENSG00000171603,13090
ZNF274,ENSG00000171606,13092
TCEA2,ENSG00000171703,13110
BCL2,ENSG00000171791,13129
CYCS,ENSG00000172115,13210
MALT1,ENSG00000172175,13226
ZNF131,ENSG00000172262,13247
C2CD2L,ENSG00000172375,13282
ARNT2,ENSG00000172379,13284
RAD9A,ENSG00000172613,13334
OXSR1,ENSG00000172939,13401
GLRX,ENSG00000173221,13457
TRIB1,ENSG00000173334,13482
DAG1,ENSG00000173402,13494
SMARCC1,ENSG00000173473,13511
STAT5B,ENSG00000173757,13566
NET1,ENSG00000173848,13582
B4GAT1,ENSG00000174684,13726
FUT1,ENSG00000174951,13780
UBE2C,ENSG00000175063,13798
PSMD2,ENSG00000175166,13820
ARHGAP1,ENSG00000175220,13835
CCNE2,ENSG00000175305,13849
CLTB,ENSG00000175416,13872
POLD4,ENSG00000175482,13881
DRAP1,ENSG00000175550,13896
FOSL1,ENSG00000175592,13905
CCDC85B,ENSG00000175602,13908
RUVBL1,ENSG00000175792,13944
SFN,ENSG00000175793,13945
MSRA,ENSG00000175806,13947
TUBB6,ENSG00000176014,13977
CHMP6,ENSG00000176108,13998
BNIP3,ENSG00000176171,14011
CDK5R1,ENSG00000176749,14126
PXMP2,ENSG00000176894,14157
TIMM22,ENSG00000177370,14265
JUN,ENSG00000177606,14319
STAP2,ENSG00000178078,14409
DDX10,ENSG00000178105,14416
P4HTM,ENSG00000178467,14482
SUZ12,ENSG00000178691,14514
EXOSC4,ENSG00000178896,14551
AURKB,ENSG00000178999,14576
RRS1,ENSG00000179041,14586
GATA2,ENSG00000179348,14651
PUF60,ENSG00000179950,14759
NRIP1,ENSG00000180530,14865
SOX2,ENSG00000181449,15032
ADO,ENSG00000181915,15112
MRPS16,ENSG00000182180,15171
EXT1,ENSG00000182197,15177
BACE2,ENSG00000182240,15184
ADI1,ENSG00000182551,15254
SATB1,ENSG00000182568,15259
TSKU,ENSG00000182704,15291
NGRN,ENSG00000182768,15302
ACBD3,ENSG00000182827,15318
MTA1,ENSG00000182979,15356
PYCR1,ENSG00000183010,15361
PSMG1,ENSG00000183527,15486
TMEM50A,ENSG00000183726,15546
CHEK2,ENSG00000183765,15558
PRKX,ENSG00000183943,15604
NIPSNAP1,ENSG00000184117,15638
CRELD2,ENSG00000184164,15649
COPB2,ENSG00000184432,15715
FOXO4,ENSG00000184481,15727
PROS1,ENSG00000184500,15732
MUC1,ENSG00000185499,15975
IKZF1,ENSG00000185811,16052
INSIG1,ENSG00000186480,16238
GPATCH8,ENSG00000186566,16257
ZNF395,ENSG00000186918,16335
CHP1,ENSG00000187446,16429
COL4A1,ENSG00000187498,16438
USP7,ENSG00000187555,16457
PLSCR3,ENSG00000187838,16536
EIF4EBP1,ENSG00000187840,16537
UBQLN2,ENSG00000188021,16586
ARL4C,ENSG00000188042,16594
PLSCR1,ENSG00000188313,16654
RBM34,ENSG00000188739,16766
S100A13,ENSG00000189171,16883
S100A4,ENSG00000196154,16980
PTPN1,ENSG00000196396,17069
EVL,ENSG00000196405,17071
PIK3R4,ENSG00000196455,17092
HDAC2,ENSG00000196591,17140
MMP1,ENSG00000196611,17146
TLE1,ENSG00000196781,17196
ARHGEF12,ENSG00000196914,17231
LAGE3,ENSG00000196976,17252
IGF2R,ENSG00000197081,17284
SRC,ENSG00000197122,17298
TBC1D9B,ENSG00000197226,17333
GTF2E2,ENSG00000197265,17345
LRP10,ENSG00000197324,17363
PDGFA,ENSG00000197461,17405
SPTAN1,ENSG00000197694,17479
ADH5,ENSG00000197894,17545
ERO1A,ENSG00000197930,17555
MPZL1,ENSG00000197965,17569
TFDP1,ENSG00000198176,17645
HSD17B11,ENSG00000198189,17650
DDX42,ENSG00000198231,17662
SPRED2,ENSG00000198369,17696
GFPT1,ENSG00000198380,17698
TXNRD1,ENSG00000198431,17712
CTNND1,ENSG00000198561,17753
KLHL9,ENSG00000198642,17776
PNP,ENSG00000198805,17854
FOXJ3,ENSG00000198815,17858
UBE2J1,ENSG00000198833,17869
KIAA0753,ENSG00000198920,17923
DAXX,ENSG00000204209,19755
HLA-DMA,ENSG00000204257,19770
PSMB8,ENSG00000204264,19773
HLA-DRA,ENSG00000204287,19781
HSPA1A,ENSG00000204389,19821
ABCF1,ENSG00000204574,19897
DDR1,ENSG00000204580,19900
TCTN1,ENSG00000204852,20000
TRIM13,ENSG00000204977,20049
PSMB10,ENSG00000205220,20107
ADGRG1,ENSG00000205336,20138
RNPS1,ENSG00000205937,20293
JPT2,ENSG00000206053,20313
SACM1L,ENSG00000211456,21436
NUP62,ENSG00000213024,22083
MLLT11,ENSG00000213190,22187
NRAS,ENSG00000213281,22236
GSTM2,ENSG00000213366,22278
STIMATE,ENSG00000213533,22364
VDAC1,ENSG00000213585,22388
CSNK1E,ENSG00000213923,22557
TSPAN4,ENSG00000214063,22630
MYCBP,ENSG00000214114,22653
FIS1,ENSG00000214253,22702
IFRD2,ENSG00000214706,22859
FASTKD5,ENSG00000215251,23062
NPEPL1,ENSG00000215440,23125
CEBPD,ENSG00000221869,24056
PLEKHM1,ENSG00000225190,25831
MIF,ENSG00000240972,35684
PRAF2,ENSG00000243279,36620
CEBPA,ENSG00000245848,37319
TWF2,ENSG00000247596,37446
HOXA10,ENSG00000253293,40933
LYN,ENSG00000254087,41612
CHMP4A,ENSG00000254505,41942
POLG2,ENSG00000256525,43257
RBM15B,ENSG00000259956,45452
MRPL12,ENSG00000262814,47031
IKBKE,ENSG00000263528,47235
DUSP14,ENSG00000276023,53472
PIP4K2B,ENSG00000276293,53604
