exp_key,dataset,category,label,n_train,train_pearson,val_pearson,test_pearson,train_spearman,val_spearman,test_spearman,test_l2,test_cosine_sim,test_pearson_lo,test_pearson_hi,test_spearman_lo,test_spearman_hi,test_l2_lo,test_l2_hi,test_cosine_sim_lo,test_cosine_sim_hi
tahoe_unimolv2_1.1B_dose_concat,Tahoe,dose_encoding,UniMolv2-1.1B + dose (concat),39709.0,0.5182589888572693,0.30872300267219543,0.33366501331329346,0.375918,0.217552,0.239435,8.377156257629395,0.33333900570869446,0.32981460023174974,0.33761577829277717,0.23652835715205356,0.24233442770696537,8.305518475601906,8.456682438521952,0.3294849040813698,0.3372257306553367
tahoe_unimolv2_1.1B_dose_gate,Tahoe,dose_encoding,UniMolv2-1.1B + dose (gate),39709.0,0.4862709939479828,0.34866300225257874,0.4057293678382902,0.362694,0.256624,0.2954177932277584,8.160302562121798,0.4052130809836488,0.40119631131711087,0.4099550984936269,0.2921517638727951,0.29852803527745597,8.091452426934467,8.231000997811252,0.40068778164027297,0.4094200141624823
tahoe_unimolv2_1.1B_dose_onehot,Tahoe,dose_encoding,UniMolv2-1.1B + dose (onehot),39709.0,0.7410749793052673,0.3092139959335327,0.3754439949989319,0.562196,0.220872,0.271824,8.393695831298828,0.37498199939727783,0.3708289558388052,0.3801122054847431,0.2683952298184627,0.2753614973606283,8.32030082399897,8.46887244109695,0.37034086519891846,0.3796420754474057
tahoe_unimolv2_164m_dose_gate,Tahoe,dose_encoding,UniMolv2-164M + dose (gate),39709.0,,0.36385101079940796,0.43216814728981584,,0.271331,0.3223561220548474,7.9999459250675935,0.431915797605253,0.42795777005278746,0.4362857924552595,0.3191642526071843,0.3251960216299729,7.931158812926484,8.06763998326252,0.4276996588129265,0.43604889275138403
tahoe_unimolv2_310m_dose_gate,Tahoe,dose_encoding,UniMolv2-310M + dose (gate),39709.0,0.4596770107746124,0.3538930118083954,0.4222106347367066,0.339302,0.262961,0.3107094116132355,7.98958928801339,0.42195056006179993,0.4177941933822583,0.426430764774044,0.3075767992790009,0.3135655980430025,7.918220258787177,8.060394553881808,0.4175511136861079,0.4261757113428608
tahoe_unimolv2_570m_dose_gate,Tahoe,dose_encoding,UniMolv2-570M + dose (gate),39709.0,0.45315900444984436,0.3647730052471161,0.4422518346852066,0.339492,0.274,0.33187717265353417,7.869003476245655,0.4419145101068624,0.43792481009398737,0.44647396034504955,0.3287361593923007,0.33503901120123597,7.799467780352774,7.940313988670015,0.4375430346337067,0.4461404016994978
tahoe_unimolv2_84m_dose_gate,Tahoe,dose_encoding,UniMolv2-84M + dose (gate),39709.0,0.47030699253082275,0.3624509871006012,0.4307106991116261,0.356863,0.274293,0.32351487060641176,8.020786661516672,0.4304145744817819,0.4265184434144457,0.4350042809321488,0.3204972640659199,0.3264223638470452,7.952316788979013,8.090793453070685,0.42622682502896875,0.4347181987897515
lincs_CheMeleon_dose_gate,LINCS,embedding,CheMeleon,369199.0,0.16733400523662567,0.13848499953746796,0.1233526763381691,0.167411,0.13729,0.12258229114557279,14.92729539769885,0.12328739369684844,0.12155470860430213,0.12534263381690847,0.12076732741370685,0.12448951975987994,14.867194172086043,14.984325131315657,0.12147676338169086,0.12526940345172585
lincs_ChemBERTa-100M-MLM_dose_gate,LINCS,embedding,ChemBERTa-100M-MLM,369199.0,0.14608800411224365,0.11952800303697586,0.11326538269134569,0.146848,0.118631,0.11287343671835919,14.996870685342671,0.1132296148074037,0.11143869434717361,0.115205383941971,0.11103826913456728,0.11485882316158079,14.935897905202603,15.055983748124062,0.11140692221110556,0.1152151575787894
lincs_ChemBERTa-5M-MLM_dose_gate,LINCS,embedding,ChemBERTa-5M-MLM,369199.0,0.1447570025920868,0.12768900394439697,0.11442646323161582,0.142853,0.123729,0.11039444722361182,15.009412206103052,0.11441820910455229,0.1127534704852426,0.1162127376188094,0.108681471985993,0.11220215107553776,14.948694709854927,15.067799624812405,0.11273107178589294,0.11620954227113557
lincs_ChemBERTa-5M-MTR_dose_gate,LINCS,embedding,ChemBERTa-5M-MTR,369199.0,0.17080600559711456,0.1382959932088852,0.12258904452226115,0.174495,0.139722,0.12490995497748873,15.084234867433716,0.12262456228114059,0.12077510630315158,0.1245018384192096,0.12310550275137569,0.12683334167083543,15.016450468984493,15.149171029264632,0.12082614432216109,0.12449639194597298
lincs_ChemBERTa-77M-MLM_dose_gate,LINCS,embedding,ChemBERTa-77M-MLM,369199.0,0.158160999417305,0.13303999602794647,0.12333791895947975,0.15838,0.131806,0.12249649824912456,14.964765382691345,0.123315907953977,0.12151546398199098,0.12520243871935968,0.12071681465732867,0.12437621935967982,14.903197836418208,15.02290476488244,0.12150549649824913,0.12516759629814908
lincs_MoLFormer-XL-both-10pct_dose_gate,LINCS,embedding,MoLFormer-XL,369199.0,0.1735450029373169,0.1316719949245453,0.11526713356678339,0.175509,0.130826,0.11499374687343673,15.039126813406705,0.11517558779389693,0.11336950975487743,0.11722238619309655,0.11309424712356178,0.11691536393196597,14.979339769884943,15.09562240495248,0.11327803901950975,0.11714803026513256
lincs_MolGen-large_dose_gate,LINCS,embedding,MolGen-large,369199.0,0.14897699654102325,0.13019299507141113,0.11676188094047024,0.14761,0.127481,0.11417633816908455,15.022397198599299,0.11667708854427214,0.1150644572286143,0.11856748999499749,0.11245861680840422,0.11601137443721861,14.961673986993496,15.081170191345675,0.11496094922461231,0.11845574662331165
lincs_Morgan_1024_dose_gate,LINCS,embedding,Morgan_1024,369199.0,0.1661130040884018,0.13009700179100037,0.12109604802401201,0.166852,0.12924,0.1199629814907454,14.948278139069535,0.12102826413206604,0.11929588544272138,0.12297157953976989,0.11815537143571785,0.12178860055027514,14.888475306403203,15.006458285392698,0.11923032766383192,0.12293272886443223
lincs_Morgan_2048_dose_gate,LINCS,embedding,Morgan_2048,369199.0,,0.12886199355125427,0.12095172586293146,,0.129059,0.12106378189094548,14.939778889444723,0.12087818909454727,0.1191676275637819,0.12290591545772887,0.1192777076038019,0.12292505002501251,14.88047241745873,14.997525075037519,0.11907378064032016,0.12285188219109557
lincs_Morgan_512_dose_gate,LINCS,embedding,Morgan_512,369199.0,0.23794199526309967,0.12730999290943146,0.11293496748374188,0.246495,0.127664,0.11443121560780388,15.020086043021509,0.11263406703351678,0.1108831728364182,0.11495759754877437,0.11236218734367184,0.1165066408204102,14.960031597048523,15.076473092796396,0.11058968859429717,0.11465702851425714
lincs_bert-base-smiles_dose_gate,LINCS,embedding,bert-base-smiles,369199.0,0.14243100583553314,0.1260489970445633,0.11246723361680842,0.138805,0.121142,0.10699424712356179,15.047413456728366,0.11231865932966484,0.11064249624812408,0.11422976488244123,0.10519611680840421,0.10887970860430216,14.986362893946973,15.106165839169584,0.1104828664332166,0.11411557653826913
lincs_random_512_dose_gate,LINCS,ablation,random_512,369199.0,0.13874199986457825,0.1211559996008873,0.10929339669834919,0.136001,0.117213,0.10477913956978491,14.980252626313156,0.10916908454227116,0.10768760630315156,0.11101330665332666,0.10305422711355677,0.10661643946973488,14.91633688094047,15.04044968734367,0.1075516695847924,0.11090988619309655
lincs_unimolv1_84m_dose_gate,LINCS,embedding,UniMolv1-84M,369199.0,,0.12363599985837936,0.11366058029014509,,0.120493,0.11068834417208603,15.014518009004501,0.11354227113556778,0.11194826163081543,0.11544794897448725,0.10902981490745373,0.11256159329664833,14.954123330415209,15.07287934592296,0.11178753751875938,0.11533600550275136
lincs_unimolv2_1.1B_dose_gate,LINCS,embedding,UniMolv2-1.1B,369199.0,0.16979500651359558,0.12588800489902496,0.11626613306653326,0.171582,0.126491,0.11739794897448724,14.963605802901453,0.11616908454227115,0.11450882316158079,0.11813870060030016,0.11555469609804901,0.11928097173586794,14.9036088981991,15.022469290895447,0.11442095422711354,0.1180718171585793
lincs_unimolv2_164m_dose_gate,LINCS,embedding,UniMolv2-164M,369199.0,0.14794500172138214,0.12109500169754028,0.11389969984992496,0.149795,0.121906,0.11509404702351175,14.972999749874939,0.11383316658329162,0.11213880065032517,0.11580395822911456,0.11336316283141572,0.11699837418709355,14.91137026638319,15.031350243871938,0.11205651575787892,0.11573519259629815
lincs_unimolv2_310m_dose_gate,LINCS,embedding,UniMolv2-310M,369199.0,0.17132499814033508,0.12931300699710846,0.12094147073536768,0.173505,0.12913,0.1209087043521761,14.920224612306155,0.12088369184592297,0.11908287893946973,0.12293281640820411,0.1190121435717859,0.12286318159079539,14.85970438344172,14.978650087543773,0.11904253376688345,0.12286651450725364
lincs_unimolv2_570m_dose_gate,LINCS,embedding,UniMolv2-570M,369199.0,,0.1254590004682541,0.11563931965982992,,0.124857,0.11580090045022512,15.07309104552276,0.115524012006003,0.11379449099549775,0.11759248374187094,0.11392686968484242,0.11783618059029516,15.013521079289646,15.130426269384694,0.11366524512256129,0.11747831415707854
lincs_unimolv2_84m_dose_gate,LINCS,embedding,UniMolv2-84M,369199.0,0.15822499990463257,0.12338799983263016,0.11489669834917458,0.159515,0.123045,0.11479989994997498,15.017543271635816,0.11486343171585794,0.11306956603301652,0.11685097548774387,0.11288309154577289,0.11676175587793897,14.957819065782891,15.075945291395698,0.11301236243121561,0.11682271760880439
tahoe_CheMeleon_dose_gate,Tahoe,embedding,CheMeleon,39709.0,0.42844998836517334,0.3648419976234436,0.4471430410711987,0.322565,0.273703,0.33333848332689586,7.844904081369898,0.44689326638341703,0.4430254924681345,0.45111185142268573,0.33042345822067715,0.33617519634350457,7.777339255825929,7.915986288142141,0.44274713531608084,0.4508542873696408
tahoe_ChemBERTa-100M-MLM_dose_gate,Tahoe,embedding,ChemBERTa-100M-MLM,39709.0,0.4410730004310608,0.3644689917564392,0.4416685979142526,0.331247,0.269706,0.32748551564310546,7.887490665636668,0.44145616067979915,0.4375626046092443,0.44560341830822714,0.3244782734646582,0.33038673232908455,7.8185342152697315,7.957871121411098,0.4373858632676709,0.4454040491824385
tahoe_ChemBERTa-5M-MLM_dose_gate,Tahoe,embedding,ChemBERTa-5M-MLM,39709.0,0.44533398747444153,0.3598040044307709,0.4345860692674134,0.335303,0.269466,0.32273850907686363,7.935607055491181,0.43433114458606925,0.4302043903695121,0.438282831208961,0.3196315179606026,0.32551882966396295,7.8681917085103645,8.004735901892621,0.42993691257885924,0.43804673619157974
tahoe_ChemBERTa-5M-MTR_dose_gate,Tahoe,embedding,ChemBERTa-5M-MTR,39709.0,0.45269298553466797,0.36404499411582947,0.4468997038753702,0.344355,0.275598,0.3328775589030514,7.899017638727951,0.446396292004635,0.4427833462083172,0.4508498776876529,0.3298023689970388,0.3359469872537659,7.833686172267285,7.967299311188362,0.44232232522209347,0.4503611432985709
tahoe_ChemBERTa-77M-MLM_dose_gate,Tahoe,embedding,ChemBERTa-77M-MLM,39709.0,0.46136200428009033,0.3707509934902191,0.4506051242435947,0.354451,0.283593,0.34133771082786146,7.845664992918759,0.45034762456546934,0.44664963950045067,0.4544592828633965,0.33842120509849366,0.344179251963435,7.780450012874985,7.911246234067208,0.44641425260718426,0.45419981975022533
tahoe_MoLFormer-XL-both-10pct_dose_gate,Tahoe,embedding,MoLFormer-XL,39709.0,0.4436059892177582,0.3637099862098694,0.4484807518990601,0.333835,0.270064,0.33215784730269093,7.858587614265482,0.44812282734646586,0.44452645809192737,0.4525402665121669,0.32915060512424354,0.3351837582078022,7.791904177932278,7.927112205484743,0.4441454229432213,0.4521816982103773
tahoe_MolGen-large_dose_gate,Tahoe,embedding,MolGen-large,39709.0,0.4572960138320923,0.3599430024623871,0.4377932277584653,0.346014,0.26713,0.32448950688811645,7.903867645165444,0.4374147032316209,0.43354535213080986,0.4418834492081885,0.3214177932277585,0.3274340478949401,7.838228402214496,7.967786114329857,0.4331555619930475,0.4415595468005665
tahoe_Morgan_1024_dose_gate,Tahoe,embedding,Morgan_1024,39709.0,0.4783790111541748,0.37484800815582275,0.4424552594309257,0.360586,0.283219,0.3306038367452041,7.8773760782799025,0.4421578473026909,0.43779802368997034,0.44649246813441484,0.32735354705806613,0.33350386249517183,7.808127301403372,7.9475522402472,0.4375178318527102,0.4462499678125402
tahoe_Morgan_2048_dose_gate,Tahoe,embedding,Morgan_2048,39709.0,0.5159760117530823,0.36822500824928284,0.44088579889275137,0.392229,0.278004,0.33013261233423463,7.925197631002961,0.44065147418565725,0.4366081820522725,0.4448996395004506,0.3269608278614652,0.3329168919788851,7.85556041586198,7.992157428865713,0.43634617612977983,0.4446663769795287
tahoe_Morgan_512_dose_gate,Tahoe,embedding,Morgan_512,39709.0,0.47926101088523865,0.3695499897003174,0.44825672717909104,0.362409,0.280066,0.33594438006952493,7.836104029869962,0.4479799150251062,0.44385232393459506,0.45218919788850265,0.3327796446504442,0.3389278679026651,7.76755082399897,7.9073569267413415,0.44356723960345046,0.451972930346337
tahoe_bert-base-smiles_dose_gate,Tahoe,embedding,bert-base-smiles,39709.0,0.4533520042896271,0.3656170070171356,0.4274584781769023,0.341388,0.271935,0.31748551564310545,7.992613621732973,0.42715849105188614,0.42309337582078027,0.4319546156817304,0.3143516801853998,0.3205641817947728,7.925130423586971,8.062920786661518,0.42282853740182824,0.43164844856443924
tahoe_random_512_dose_gate,Tahoe,ablation,random_512,39709.0,0.4535059928894043,0.36255601048469543,0.43851422685721647,0.340408,0.271915,0.32609244238444707,7.889656237929702,0.4381846272692159,0.4343056843053946,0.4424072679284151,0.32300160937298833,0.32889954293807133,7.819996040942449,7.959624147032317,0.43395223380970777,0.44209685206643495
tahoe_unimolv1_84m_dose_gate,Tahoe,embedding,UniMolv1-84M,39709.0,0.48401400446891785,0.36662599444389343,0.4195017381228273,0.366133,0.272589,0.3092790009012489,8.073460795674006,0.41909875112656114,0.4149655916055105,0.42395010943736317,0.3060236577829278,0.312427063216171,8.005731556585555,8.143875305780869,0.4145790202137247,0.4235610917986352
tahoe_unimolv2_1.1B_dose_gate,Tahoe,embedding,UniMolv2-1.1B,39709.0,0.4862709939479828,0.34866300225257874,0.4057293678382902,0.362694,0.256624,0.2954177932277584,8.160302562121798,0.4052130809836488,0.40119631131711087,0.4099550984936269,0.2921517638727951,0.29852803527745597,8.091452426934467,8.231000997811252,0.40068778164027297,0.4094200141624823
tahoe_unimolv2_164m_dose_gate,Tahoe,embedding,UniMolv2-164M,39709.0,,0.36385101079940796,0.43216814728981584,,0.271331,0.3223561220548474,7.9999459250675935,0.431915797605253,0.42795777005278746,0.4362857924552595,0.3191642526071843,0.3251960216299729,7.931158812926484,8.06763998326252,0.4276996588129265,0.43604889275138403
tahoe_unimolv2_310m_dose_gate,Tahoe,embedding,UniMolv2-310M,39709.0,0.4596770107746124,0.3538930118083954,0.4222106347367066,0.339302,0.262961,0.3107094116132355,7.98958928801339,0.42195056006179993,0.4177941933822583,0.426430764774044,0.3075767992790009,0.3135655980430025,7.918220258787177,8.060394553881808,0.4175511136861079,0.4261757113428608
tahoe_unimolv2_570m_dose_gate,Tahoe,embedding,UniMolv2-570M,39709.0,0.45315900444984436,0.3647730052471161,0.4422518346852066,0.339492,0.274,0.33187717265353417,7.869003476245655,0.4419145101068624,0.43792481009398737,0.44647396034504955,0.3287361593923007,0.33503901120123597,7.799467780352774,7.940313988670015,0.4375430346337067,0.4461404016994978
tahoe_unimolv2_84m_dose_gate,Tahoe,embedding,UniMolv2-84M,39709.0,0.47030699253082275,0.3624509871006012,0.4307106991116261,0.356863,0.274293,0.32351487060641176,8.020786661516672,0.4304145744817819,0.4265184434144457,0.4350042809321488,0.3204972640659199,0.3264223638470452,7.952316788979013,8.090793453070685,0.42622682502896875,0.4347181987897515
